transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,fraud_category
T4205,U6014,5446.83,Payment,UPI,Web,Mumbai,1281.0,9.0,1.0,25401.6,0.0,0.209,8.0,0,A
T4206,U4348,23950.63,Transfer,NetBanking,Web,Bangalore,619.0,20.0,2.0,23444.76,0.0,0.787,4.0,0,A
T4207,U7778,29298.91,Transfer,Card,Android,Mumbai,477.0,20.0,1.6,26202.74,0.0,0.5324,2.0,0,A
T4208,U5009,27091.65,Transfer,NetBanking,Web,Hyderabad,1993.0,1.0,1.0,17213.19,1.0,0.096,1.0,0,A
T4209,U4252,4347.31,Withdrawal,Wallet,Web,Hyderabad,933.0,20.0,2.0,18512.57,0.0,0.959,7.0,1,B
T4210,U7250,2898.49,Transfer,Wallet,Web,Delhi,397.0,2.0,4.0,12971.55,0.0,0.763,1.0,0,A
T4211,U3895,5318.9,Transfer,NetBanking,Web,Hyderabad,1707.0,14.0,3.0,21544.85,0.0,0.553,9.0,0,A
T4212,U9013,29300.1,Transfer,UPI,iOS,Mumbai,1933.0,18.0,4.0,6226.37,0.0,0.343,1.0,0,A
T4213,U7981,27240.03,Transfer,UPI,Android,Bangalore,768.0,20.0,1.0,14307.99,0.0,0.491,6.0,0,A
T4214,U1560,11725.35,Transfer,Card,iOS,Bangalore,1871.0,1.0,1.0,21453.78,0.0,0.358,2.0,0,A
T4215,U8577,31906.82,Payment,NetBanking,iOS,Mumbai,451.0,2.0,1.0,23358.58,0.0,0.323,6.0,0,A
T4216,U6051,41012.37,Transfer,NetBanking,Android,Delhi,1375.0,11.0,4.0,7513.7,0.0,0.4923999999999999,6.0,0,A
T4217,U7764,2126.87,Payment,UPI,iOS,Bangalore,525.0,22.0,1.0,5528.31,0.0,0.784,5.0,0,A
T4218,U5700,24931.59,Transfer,Wallet,Web,Mumbai,1851.0,13.0,4.0,8727.17,0.0,0.415,5.0,0,A
T4219,U4077,34481.06,Payment,Wallet,Android,Mumbai,1806.0,16.0,0.0,27612.65,0.0,0.89,8.0,0,A
T4220,U8576,12652.98,Transfer,Card,iOS,Hyderabad,1131.0,15.0,0.0,3960.7,0.0,0.158,7.0,0,A
T4221,U1091,15423.16,Transfer,UPI,iOS,Hyderabad,54.0,16.0,0.0,28597.55,0.0,0.318,5.0,0,A
T4222,U5554,30701.21,Transfer,Wallet,Web,Delhi,1452.0,23.0,2.0,29844.9,0.0,0.279,4.0,0,A
T4223,U9146,44901.87,Transfer,NetBanking,iOS,Delhi,732.0,8.0,0.0,23524.98,0.0,0.865,1.0,0,A
T4224,U1720,40505.72,Withdrawal,Card,iOS,Delhi,765.0,2.0,0.0,22836.63,0.0,0.508,2.0,0,A
T4225,U9506,29177.35,Transfer,UPI,iOS,Mumbai,212.0,21.0,4.0,28603.27,0.0,0.142,7.0,0,A
T4226,U8710,36524.57,Payment,NetBanking,Android,Mumbai,1748.0,13.0,2.9,8787.01,0.0,0.357,1.0,0,A
T4227,U7901,18272.88,Withdrawal,UPI,Android,Hyderabad,1918.0,2.0,1.0,3956.57,0.0,0.943,9.0,0,A
T4228,U4166,32066.23,Withdrawal,Card,iOS,Bangalore,548.0,5.0,1.0,24710.7,0.0,0.551,6.0,0,A
T4229,U6646,23335.77,Transfer,Wallet,iOS,Delhi,395.0,22.0,1.0,5210.81,0.0,0.037,5.0,0,A
T4230,U8799,9537.31,Payment,Card,Web,Chennai,1983.0,20.0,4.0,1457.76,0.0,0.058,6.0,0,A
T4231,U1954,35101.83,Payment,Wallet,Android,Delhi,639.0,18.0,4.0,5974.2,0.0,0.236,1.0,0,A
T4232,U5661,27845.41,Withdrawal,NetBanking,Android,Hyderabad,977.0,23.0,0.0,13193.41,0.0,0.621,2.0,0,A
T4233,U9402,17963.15,Payment,Card,Android,Mumbai,1008.5,12.0,3.0,14903.56,0.0,0.245,7.0,1,B
T4234,U3200,45571.39,Transfer,Card,iOS,Hyderabad,369.0,4.0,4.0,1968.8,0.0,0.85,6.0,0,A
T4235,U6502,1095.66,Transfer,Card,Web,Hyderabad,1501.0,0.0,3.0,13357.49,0.0,0.629,7.0,0,A
T4236,U5366,15822.87,Transfer,NetBanking,Web,Hyderabad,992.0,11.0,4.0,18168.8,0.0,0.301,6.0,0,A
T4237,U5924,2891.23,Transfer,UPI,iOS,Chennai,1977.0,14.0,4.0,27961.01,0.0,0.394,7.0,0,A
T4238,U6516,38338.04,Transfer,UPI,iOS,Chennai,214.0,18.0,2.0,6896.86,0.0,0.375,7.0,0,A
T4239,U6797,35120.27,Withdrawal,Wallet,Web,Delhi,1280.0,1.0,3.0,6408.01,0.0,0.314,6.0,0,A
T4240,U4243,16601.04,Transfer,Card,Web,Mumbai,1000.0,2.0,2.0,11743.81,0.0,0.63,8.0,0,A
T4241,U1990,33799.36,Transfer,UPI,Android,Hyderabad,1048.6,6.0,0.0,29511.27,0.0,0.202,7.0,0,A
T4242,U8573,19827.06,Withdrawal,NetBanking,iOS,Bangalore,375.0,10.0,2.0,10153.12,0.0,0.292,9.0,0,A
T4243,U2422,37824.88,Withdrawal,Card,Android,Delhi,262.0,9.0,2.3,1411.65,0.0,0.085,5.0,0,A
T4244,U3910,22736.47,Withdrawal,Wallet,Web,Delhi,87.0,7.0,0.0,8041.88,0.0,0.376,8.0,0,A
T4245,U5126,20643.37,Payment,UPI,Android,Hyderabad,778.0,1.0,3.0,16793.22,0.0,0.064,8.0,0,A
T4246,U7573,46739.76,Payment,NetBanking,Web,Delhi,641.0,13.0,1.0,12435.06,0.0,0.018,8.0,0,A
T4247,U9159,12581.41,Transfer,UPI,Web,Hyderabad,996.0,12.0,4.0,23249.27,1.0,0.646,4.0,0,A
T4248,U2009,6066.34,Transfer,Wallet,Android,Delhi,426.0,6.0,3.0,18257.42,1.0,0.162,5.5,0,A
T4249,U2587,29247.93,Transfer,UPI,iOS,Mumbai,1068.0,20.0,0.0,16827.77,1.0,0.035,4.0,0,A
T4250,U7453,48467.62,Payment,Card,Android,Delhi,1471.0,8.0,1.3,9757.52,0.0,0.068,6.0,0,A
T4251,U5299,18923.07,Transfer,NetBanking,Android,Delhi,321.0,6.0,1.0,16600.2,0.0,0.199,6.0,0,A
T4252,U9838,3148.74,Transfer,Wallet,iOS,Bangalore,1176.0,0.0,2.0,18506.16,0.0,0.721,2.0,0,A
T4253,U8918,16998.3,Payment,NetBanking,iOS,Mumbai,206.0,0.0,4.0,5458.22,0.0,0.012,7.0,1,B
T4254,U2308,25321.29,Withdrawal,NetBanking,Android,Mumbai,1006.0,5.0,0.0,22102.45,0.0,0.727,7.0,0,A
T4255,U4718,8138.05,Payment,UPI,Web,Mumbai,269.0,0.0,1.0,11848.7,1.0,0.597,1.0,0,A
T4256,U2737,32922.21,Transfer,UPI,Android,Delhi,1028.0,15.0,3.0,22294.04,0.0,0.514,5.0,0,A
T4257,U8994,49887.58,Payment,Card,Web,Chennai,605.0,2.0,3.0,5413.55,0.0,0.5284,9.0,0,A
T4258,U7012,22614.39,Withdrawal,NetBanking,iOS,Delhi,1225.0,12.0,0.0,19729.97,0.0,0.83,5.0,0,A
T4259,U7650,17768.69,Withdrawal,Wallet,iOS,Hyderabad,1520.0,20.0,0.0,903.81,0.0,0.419,7.0,0,A
T4260,U1822,20065.17,Withdrawal,NetBanking,Web,Bangalore,543.0,3.0,2.0,4853.08,0.0,0.007,9.0,0,A
T4261,U9587,5801.55,Withdrawal,Wallet,Android,Mumbai,1031.8,16.0,1.0,26744.51,0.0,0.711,1.0,0,A
T4262,U7127,44169.52,Withdrawal,NetBanking,iOS,Hyderabad,952.0,9.0,4.0,13898.01,0.0,0.048,9.0,0,A
T4263,U8563,20770.54,Withdrawal,Wallet,Web,Hyderabad,1108.0,3.0,0.0,15285.1,0.0,0.278,4.0,0,A
T4264,U1048,19394.36,Transfer,NetBanking,Web,Chennai,1911.0,19.0,1.0,27236.58,0.0,0.493,1.0,0,A
T4265,U8762,33001.53,Transfer,NetBanking,Android,Mumbai,1679.0,11.0,0.0,14599.51,0.0,0.099,8.0,0,A
T4266,U7660,22129.57,Payment,Card,Web,Delhi,932.0,12.0,0.0,19672.2,0.0,0.679,3.0,0,A
T4267,U5588,32429.26,Transfer,UPI,Web,Mumbai,1427.0,3.0,3.0,6736.46,0.0,0.321,8.0,0,A
T4268,U2200,3119.24,Withdrawal,UPI,Android,Bangalore,688.0,15.0,1.0,11877.087,0.0,0.362,6.0,0,A
T4269,U8725,40695.48,Transfer,Wallet,iOS,Mumbai,1491.0,18.0,3.0,10665.22,0.0,0.648,6.0,0,A
T4270,U5300,47028.17,Payment,NetBanking,iOS,Hyderabad,119.0,6.0,3.0,23980.52,0.0,0.6325,8.0,0,A
T4271,U4888,32455.83,Withdrawal,NetBanking,iOS,Hyderabad,99.0,0.0,1.0,13460.44,0.0,0.225,9.0,0,A
T4272,U9644,47730.57,Transfer,UPI,Web,Delhi,46.0,15.0,3.0,5127.7,0.0,0.177,8.0,0,A
T4273,U5481,7614.04,Transfer,Wallet,Web,Delhi,831.0,1.0,2.0,16398.43,0.0,0.724,7.0,0,A
T4274,U3587,23896.94,Payment,Card,Android,Delhi,1002.0,0.0,4.0,7988.83,0.0,0.751,3.0,0,A
T4275,U3665,30110.25,Withdrawal,Card,Web,Bangalore,1596.0,13.0,4.0,28405.37,0.0,0.196,4.0,0,A
T4276,U7978,29107.75,Payment,Card,Web,Mumbai,581.0,19.0,2.0,17364.64,0.0,0.319,9.0,0,A
T4277,U6441,20103.02,Withdrawal,NetBanking,iOS,Chennai,593.0,4.0,0.0,29490.58,0.0,0.957,4.0,0,A
T4278,U6768,16937.32,Withdrawal,Wallet,Web,Mumbai,1673.0,14.0,3.0,1387.88,0.0,0.984,8.0,0,A
T4279,U5573,6384.86,Transfer,UPI,Web,Delhi,316.0,9.0,4.0,445.63,0.0,0.585,6.0,0,A
T4280,U1862,19617.54,Payment,NetBanking,Web,Bangalore,71.0,20.0,1.0,14365.16,0.0,0.757,5.0,0,A
T4281,U8777,8174.91,Payment,NetBanking,Android,Mumbai,314.0,1.0,0.0,25873.78,0.0,0.748,7.0,0,A
T4282,U3462,36731.57,Payment,Card,Web,Hyderabad,188.0,10.0,4.0,15779.77,0.0,0.3687,1.0,1,C
T4283,U9451,10481.11,Withdrawal,Wallet,Android,Mumbai,549.0,15.0,2.9,26297.98,0.0,0.048,3.0,0,A
T4284,U8796,2975.34,Payment,Wallet,iOS,Hyderabad,1785.0,18.0,4.0,4003.93,0.0,0.741,5.0,0,A
T4285,U1390,27640.69,Withdrawal,Card,Web,Mumbai,941.0,3.0,3.0,21009.89,0.0,0.136,4.0,1,C
T4286,U9966,29781.73,Payment,Card,Android,Mumbai,1777.0,9.0,0.0,19830.33,0.0,0.29,3.0,0,A
T4287,U5082,21121.674,Payment,Card,iOS,Mumbai,1698.0,21.0,2.0,16394.42,0.0,0.316,3.0,1,B
T4288,U4726,28870.23,Transfer,NetBanking,Web,Delhi,941.0,21.0,3.0,12212.63,0.0,0.349,9.0,0,A
T4289,U3089,17306.77,Payment,UPI,Android,Hyderabad,854.0,11.0,3.0,19447.34,0.0,0.466,5.0,0,A
T4290,U7481,40160.44,Transfer,NetBanking,Android,Bangalore,1477.0,1.0,0.0,16547.76,0.0,0.3816,3.0,0,A
T4291,U3950,27036.93,Transfer,UPI,iOS,Chennai,1552.0,1.0,0.0,8251.51,0.0,0.484,5.0,0,A
T4292,U8652,4010.05,Withdrawal,UPI,Web,Hyderabad,1076.8,8.0,1.0,3228.0,0.0,0.163,9.0,1,B
T4293,U3460,28314.24,Payment,Wallet,Web,Delhi,1668.0,11.0,0.0,11660.8,0.0,0.649,3.0,0,A
T4294,U5268,45405.53,Payment,Card,Web,Hyderabad,1069.0,1.0,4.0,15421.84,0.0,0.79,5.0,1,C
T4295,U3658,19845.82,Payment,Card,Android,Bangalore,759.0,17.0,3.0,15304.61,0.0,0.462,2.0,0,A
T4296,U2578,14851.47,Transfer,NetBanking,Web,Hyderabad,1062.6,15.0,2.0,12824.91,0.0,0.838,8.0,0,A
T4297,U8358,7216.3,Payment,UPI,Android,Delhi,1106.0,18.0,0.0,9887.92,1.0,0.444,6.0,0,A
T4298,U7144,7614.7,Withdrawal,Card,Android,Delhi,1063.0,14.0,2.7,10579.77,0.0,0.568,8.0,0,A
T4299,U4927,21666.94,Withdrawal,Wallet,iOS,Chennai,748.0,15.0,2.0,8048.77,0.0,0.5128999999999999,1.0,0,A
T4300,U6126,29804.21,Payment,Card,Android,Bangalore,1336.0,5.0,1.0,17439.26,0.0,0.147,2.0,0,A
T4301,U8060,4076.74,Transfer,NetBanking,iOS,Chennai,1380.0,14.0,4.0,25511.63,0.0,0.5379000000000002,7.0,1,B
T4302,U6530,46981.45,Withdrawal,NetBanking,iOS,Mumbai,806.0,11.0,1.0,26402.72,1.0,0.249,4.4,0,A
T4303,U8676,37768.92,Withdrawal,UPI,Web,Delhi,1544.0,21.0,0.0,29812.38,0.0,0.5796,9.0,0,A
T4304,U6895,29351.86,Transfer,Wallet,iOS,Chennai,1550.0,11.0,4.0,22079.431,1.0,0.568,4.9,0,A
T4305,U4940,41430.51,Withdrawal,Wallet,Web,Delhi,1098.0,9.0,1.0,6506.32,0.0,0.6009,7.0,0,A
T4306,U6066,4055.33,Transfer,Card,iOS,Delhi,756.0,20.0,3.0,21933.19,0.0,0.684,4.0,1,B
T4307,U8283,23868.1,Withdrawal,Wallet,Android,Mumbai,636.0,14.0,0.0,19392.69,0.0,0.689,2.0,0,A
T4308,U3448,31523.15,Transfer,Card,Web,Delhi,462.0,22.0,1.0,4102.59,0.0,0.453,9.0,0,A
T4309,U5040,41441.21,Withdrawal,Card,Android,Chennai,840.0,3.0,2.1,18967.44,0.0,0.686,1.0,1,C
T4310,U4849,39184.3,Payment,UPI,Web,Bangalore,767.0,9.0,4.0,12253.21,0.0,0.799,6.0,1,C
T4311,U5731,13889.61,Withdrawal,Wallet,Android,Hyderabad,870.0,18.0,2.0,28710.1,0.0,0.198,9.0,0,A
T4312,U7760,47046.96,Withdrawal,NetBanking,iOS,Chennai,1985.0,22.0,4.0,25671.76,0.0,0.65,2.0,0,A
T4313,U5775,6261.07,Payment,Card,Web,Mumbai,1562.0,13.0,4.0,17248.324,0.0,0.692,2.0,0,A
T4314,U2648,43762.92,Payment,Card,Web,Hyderabad,1928.0,9.0,0.0,2790.69,0.0,0.6912999999999999,9.0,0,A
T4315,U2902,48548.47,Payment,Card,Web,Delhi,828.0,16.0,4.0,12570.0,0.0,0.4477,9.0,0,A
T4316,U1056,8898.82,Payment,Wallet,iOS,Chennai,1402.0,21.0,2.0,350.3,0.0,0.72,4.0,0,A
T4317,U6072,36117.2,Transfer,Wallet,Android,Hyderabad,931.6,10.0,4.0,14791.912,0.0,0.157,8.0,0,A
T4318,U5269,2062.26,Transfer,Wallet,iOS,Chennai,1889.0,17.0,2.0,27984.61,0.0,0.317,8.0,0,A
T4319,U8729,20300.87,Withdrawal,Card,iOS,Delhi,1917.0,1.0,3.0,23793.71,0.0,0.941,2.0,0,A
T4320,U1804,25838.35,Withdrawal,NetBanking,iOS,Chennai,390.0,10.0,2.0,20214.0,0.0,0.071,4.0,0,A
T4321,U6678,29053.23,Withdrawal,NetBanking,Android,Mumbai,1252.0,7.0,0.0,24924.09,0.0,0.229,6.0,0,A
T4322,U8104,21618.568,Transfer,NetBanking,iOS,Hyderabad,658.0,18.0,1.0,7576.64,0.0,0.53,4.0,0,A
T4323,U4216,33628.92,Withdrawal,NetBanking,Web,Hyderabad,961.2,15.0,1.0,21794.45,0.0,0.969,7.0,0,A
T4324,U7007,24089.83,Withdrawal,Card,iOS,Hyderabad,1583.0,3.0,3.0,18505.46,1.0,0.257,5.0,0,A
T4325,U1818,40493.27,Transfer,Wallet,Android,Chennai,260.0,13.0,0.0,25474.56,0.0,0.817,4.0,0,A
T4326,U9386,47529.11,Withdrawal,Wallet,Web,Delhi,574.0,21.0,3.0,8552.35,0.0,0.367,6.0,0,A
T4327,U3143,1152.2,Transfer,Card,Android,Chennai,918.0,16.0,3.0,22935.1,0.0,0.352,6.0,0,A
T4328,U3794,26604.831,Transfer,Wallet,iOS,Chennai,1379.0,10.0,4.0,25594.28,0.0,0.996,5.0,0,A
T4329,U4934,4352.3,Payment,Card,Android,Hyderabad,1084.3,2.0,4.0,16515.31,0.0,0.817,6.0,0,A
T4330,U9031,40728.62,Payment,Wallet,Web,Delhi,724.0,3.0,0.0,12472.18,0.0,0.249,5.0,0,A
T4331,U1235,14052.72,Transfer,NetBanking,Android,Bangalore,1920.0,20.0,1.0,28464.71,0.0,0.186,7.0,0,A
T4332,U8272,6652.37,Transfer,Wallet,Web,Delhi,481.0,12.0,2.0,5152.19,0.0,0.084,5.0,0,A
T4333,U7471,22020.79,Payment,Wallet,Web,Chennai,1920.0,16.0,4.0,1184.56,0.0,0.483,4.0,0,A
T4334,U5447,32215.63,Withdrawal,Wallet,iOS,Mumbai,1129.9,19.0,0.0,5456.29,0.0,0.335,9.0,0,A
T4335,U2309,19078.54,Withdrawal,UPI,iOS,Delhi,131.0,20.0,0.0,20535.27,0.0,0.381,5.0,0,A
T4336,U8451,2775.54,Withdrawal,NetBanking,Web,Hyderabad,1359.0,19.0,1.0,23689.48,0.0,0.431,6.0,0,A
T4337,U2739,29993.08,Transfer,Card,Android,Mumbai,1078.6,9.0,0.0,21533.14,0.0,0.991,2.0,1,C
T4338,U2231,45125.04,Payment,UPI,Web,Bangalore,1561.0,22.0,0.0,12654.01,0.0,0.003,1.0,0,A
T4339,U3123,19191.61,Withdrawal,NetBanking,iOS,Bangalore,790.0,23.0,1.0,29030.45,0.0,0.426,3.0,0,A
T4340,U9460,10855.82,Payment,Wallet,Android,Mumbai,757.0,11.0,4.0,13384.63,0.0,0.065,7.0,0,A
T4341,U3578,22156.74,Payment,Wallet,Web,Bangalore,130.0,7.0,1.0,29441.02,1.0,0.673,4.1,0,A
T4342,U9806,2465.72,Transfer,Card,iOS,Mumbai,1170.5,2.0,3.0,27551.68,0.0,0.05,1.0,0,A
T4343,U5324,41033.35,Withdrawal,Card,Web,Chennai,96.0,20.0,4.0,12273.62,0.0,0.767,8.0,0,A
T4344,U2140,41325.72,Payment,NetBanking,Web,Mumbai,139.0,9.0,3.0,4914.16,0.0,0.868,3.0,0,A
T4345,U5610,29420.62,Transfer,NetBanking,Web,Chennai,261.0,23.0,0.0,2786.14,0.0,0.971,2.0,0,A
T4346,U4448,17687.49,Transfer,Card,Android,Hyderabad,1895.0,6.0,3.0,15991.1,0.0,0.121,8.0,0,A
T4347,U3961,39999.18,Transfer,NetBanking,iOS,Hyderabad,796.0,9.0,1.0,22919.92,0.0,0.979,2.0,0,A
T4348,U2283,27756.62,Withdrawal,Card,iOS,Bangalore,1393.0,6.0,1.0,5363.83,0.0,0.5206999999999999,7.0,1,C
T4349,U5521,41305.32,Withdrawal,Wallet,Web,Mumbai,1846.0,17.0,2.0,9614.51,0.0,0.633,7.0,0,A
T4350,U6502,31591.37,Transfer,Card,Web,Chennai,1463.0,19.0,0.0,18952.89,0.0,0.0,6.0,0,A
T4351,U8873,39231.05,Withdrawal,UPI,Web,Hyderabad,56.0,13.0,1.0,13879.96,0.0,0.37,1.0,0,A
T4352,U6989,29948.22,Withdrawal,Card,Android,Hyderabad,1978.0,11.0,2.7,18155.65,0.0,0.353,1.0,0,A
T4353,U2006,20736.35,Payment,Card,iOS,Hyderabad,1624.0,7.0,1.0,20323.39,0.0,0.504,3.0,0,A
T4354,U4195,47899.4,Transfer,UPI,Web,Bangalore,510.0,6.0,4.0,11482.78,0.0,0.133,4.0,0,A
T4355,U2581,27078.64,Transfer,UPI,iOS,Hyderabad,1843.0,4.0,0.0,23600.39,0.0,0.69,9.0,0,A
T4356,U6690,30274.22,Withdrawal,UPI,Web,Delhi,1962.0,0.0,2.0,21115.67,0.0,0.596,7.0,0,A
T4357,U5647,11063.36,Transfer,UPI,iOS,Bangalore,1909.0,14.0,2.0,20657.84,0.0,0.212,1.0,1,B
T4358,U6681,31301.26,Transfer,Card,Web,Mumbai,434.0,8.0,3.0,4569.56,0.0,0.984,4.0,0,A
T4359,U2000,28601.8,Transfer,NetBanking,Android,Delhi,1408.0,11.0,1.0,14279.64,1.0,0.5634,6.0,0,A
T4360,U9509,9282.68,Withdrawal,UPI,Web,Bangalore,974.0,21.0,0.0,17357.47,0.0,0.336,6.0,1,B
T4361,U9506,3026.38,Withdrawal,Wallet,Web,Bangalore,1887.0,17.0,3.0,6868.95,0.0,0.262,7.0,0,A
T4362,U4128,30237.75,Withdrawal,Card,Web,Chennai,740.0,10.0,0.0,22781.16,0.0,0.5833,9.0,0,A
T4363,U7623,38196.43,Payment,NetBanking,Web,Delhi,120.0,9.0,0.0,3720.31,0.0,0.5844,6.0,0,A
T4364,U9110,26193.9,Transfer,Wallet,Web,Delhi,1260.0,9.0,3.0,4580.74,0.0,0.658,1.0,1,C
T4365,U3771,11377.29,Payment,Card,iOS,Delhi,1820.0,17.0,0.0,12458.25,0.0,0.048,3.0,0,A
T4366,U4285,33342.77,Withdrawal,Card,iOS,Hyderabad,1801.0,0.0,3.0,4146.81,0.0,0.863,1.0,1,C
T4367,U8218,4051.28,Payment,Wallet,Android,Hyderabad,1072.0,19.0,1.0,448.15,0.0,0.6568,6.0,0,A
T4368,U2542,22119.59,Transfer,UPI,Web,Mumbai,144.0,10.0,3.0,12400.92,0.0,0.11,7.0,0,A
T4369,U7049,8210.17,Transfer,UPI,iOS,Mumbai,1328.0,1.0,1.0,19491.71,0.0,0.4508,3.0,0,A
T4370,U9887,9263.73,Withdrawal,Wallet,iOS,Mumbai,619.0,10.0,2.0,14904.64,1.0,0.899,6.4,0,A
T4371,U5520,10154.58,Withdrawal,NetBanking,Web,Hyderabad,1067.0,1.0,3.0,9506.321,0.0,0.035,1.0,0,A
T4372,U8067,19366.02,Payment,UPI,Web,Chennai,996.0,8.0,2.0,7050.71,0.0,0.626,1.0,0,A
T4373,U3371,2604.95,Withdrawal,Card,Android,Mumbai,1092.4,0.0,3.0,15778.02,0.0,0.332,7.0,0,A
T4374,U7336,19919.78,Payment,Card,Android,Bangalore,1998.0,22.0,1.3,22168.97,0.0,0.623,5.0,0,A
T4375,U7631,25609.79,Transfer,NetBanking,iOS,Hyderabad,1101.0,5.0,2.0,23838.12,0.0,0.266,5.0,0,A
T4376,U5965,24190.55,Transfer,Card,Android,Chennai,1736.0,21.0,4.0,15629.12,0.0,0.4875999999999999,5.0,0,A
T4377,U5181,19170.07,Transfer,UPI,iOS,Bangalore,208.0,1.0,4.0,19419.21,0.0,0.114,5.0,0,A
T4378,U6961,41965.37,Transfer,NetBanking,Android,Bangalore,569.0,14.0,4.0,27112.18,0.0,0.158,2.0,0,A
T4379,U9364,7309.07,Transfer,UPI,Web,Hyderabad,268.0,0.0,2.0,2049.44,0.0,0.046,1.0,0,A
T4380,U8071,25309.55,Payment,NetBanking,Android,Delhi,734.0,23.0,1.0,20946.877,0.0,0.795,5.0,0,A
T4381,U2816,3148.97,Transfer,Wallet,iOS,Chennai,683.0,23.0,3.0,13790.02,0.0,0.094,9.0,0,A
T4382,U6483,3604.23,Payment,Card,Android,Hyderabad,1658.0,17.0,1.2,18331.07,0.0,0.277,8.0,0,A
T4383,U2257,28714.6,Transfer,NetBanking,iOS,Delhi,146.0,3.0,0.0,16002.13,1.0,0.206,9.0,0,A
T4384,U2375,28322.62,Payment,Wallet,iOS,Hyderabad,1862.0,12.0,2.0,13631.2,0.0,0.354,3.0,0,A
T4385,U6880,43907.77,Payment,UPI,Android,Hyderabad,925.0,3.0,4.0,5265.55,0.0,0.3803,2.0,0,A
T4386,U5890,27915.79,Payment,Wallet,Android,Bangalore,945.0,14.0,0.0,19388.63,0.0,0.95,5.0,0,A
T4387,U2203,47991.56,Withdrawal,UPI,iOS,Hyderabad,390.0,1.0,0.0,8105.29,0.0,0.879,7.0,0,A
T4388,U6397,2482.31,Payment,NetBanking,Web,Delhi,1557.0,8.0,1.0,27067.95,0.0,0.353,4.0,0,A
T4389,U9967,4945.48,Payment,NetBanking,Web,Bangalore,1904.0,11.0,0.0,2009.04,0.0,0.417,2.0,0,A
T4390,U7591,2251.09,Transfer,Card,iOS,Delhi,247.0,13.0,0.0,24295.26,0.0,0.802,9.0,0,A
T4391,U4919,9304.58,Payment,Card,Web,Delhi,877.5,19.0,3.0,11830.59,0.0,0.777,6.0,0,A
T4392,U5481,27086.44,Payment,NetBanking,iOS,Bangalore,697.0,3.0,0.0,25729.1,0.0,0.248,3.0,0,A
T4393,U2384,32296.33,Withdrawal,UPI,Android,Delhi,1770.0,14.0,3.0,24472.17,0.0,0.262,1.0,0,A
T4394,U2735,2326.98,Transfer,UPI,iOS,Mumbai,467.0,3.0,4.0,7254.85,0.0,0.499,1.0,0,A
T4395,U7754,16329.11,Withdrawal,NetBanking,iOS,Hyderabad,1620.0,4.0,1.0,1611.98,0.0,0.529,8.0,0,A
T4396,U9208,42116.16,Withdrawal,UPI,iOS,Bangalore,1168.0,9.0,0.0,20896.09,1.0,0.108,5.0,0,A
T4397,U9057,14865.79,Withdrawal,NetBanking,Android,Bangalore,91.0,11.0,1.0,6211.4,0.0,0.988,9.0,0,A
T4398,U8794,3905.52,Payment,Card,Web,Mumbai,604.0,11.0,1.0,27922.16,0.0,0.159,5.0,0,A
T4399,U6075,8535.86,Withdrawal,UPI,Web,Mumbai,663.0,7.0,1.0,2110.2,0.0,0.5292,5.0,0,A
T4400,U7850,6390.87,Withdrawal,Card,Web,Mumbai,1242.0,3.0,2.0,9787.0,0.0,0.304,8.0,0,A
T4401,U4900,6208.02,Transfer,Wallet,Web,Mumbai,1760.0,2.0,3.0,16551.054000000004,0.0,0.42,7.0,0,A
T4402,U8983,25952.16,Transfer,Card,Android,Chennai,412.0,0.0,1.0,9578.89,0.0,0.958,8.0,0,A
T4403,U6368,12330.08,Transfer,Wallet,iOS,Bangalore,831.0,17.0,4.0,16283.63,0.0,0.632,4.0,0,A
T4404,U5115,17939.08,Transfer,Card,Web,Delhi,1800.0,19.0,0.0,19680.39,0.0,0.298,2.0,0,A
T4405,U7718,21463.04,Withdrawal,Card,Web,Bangalore,197.0,13.0,1.0,21820.37,0.0,0.628,6.0,0,A
T4406,U2541,34231.5,Transfer,UPI,Android,Bangalore,502.0,16.0,1.0,25020.16,0.0,0.452,7.0,1,C
T4407,U8820,47451.58,Payment,Card,iOS,Bangalore,1792.0,5.0,0.0,3412.45,0.0,0.943,6.0,0,A
T4408,U4481,7170.7,Withdrawal,NetBanking,iOS,Mumbai,264.0,5.0,4.0,22879.99,0.0,0.353,3.0,0,A
T4409,U8838,19137.87,Transfer,UPI,Web,Mumbai,1356.0,9.0,1.0,8423.23,0.0,0.584,3.0,0,A
T4410,U3958,27758.85,Withdrawal,UPI,Web,Chennai,1707.0,18.0,1.0,4233.58,0.0,0.849,5.0,0,A
T4411,U5766,3884.07,Transfer,UPI,iOS,Bangalore,1890.0,9.0,4.0,8043.09,0.0,0.4085000000000001,7.0,1,B
T4412,U2226,259.16,Withdrawal,Card,Android,Hyderabad,434.0,2.0,1.0,25753.99,0.0,0.799,2.0,0,A
T4413,U6429,33538.19,Transfer,UPI,iOS,Chennai,1448.0,0.0,4.0,18859.01,1.0,0.936,5.2,0,A
T4414,U8401,32108.88,Payment,Wallet,iOS,Mumbai,1200.0,17.0,1.0,17961.71,0.0,0.464,8.0,1,C
T4415,U7948,20568.9,Transfer,Wallet,Web,Bangalore,1623.0,14.0,0.0,17580.64,0.0,0.765,3.0,0,A
