Date,Region,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Seasonality
2022-05-14,South,2191,4993,2142,61.8,20,61.36,Spring
2022-05-15,South,2861,5550,2051,56.36,20,57.25,Spring
2022-05-16,South,3375,5627,2099,57.93,20,58.23,Spring
2022-05-17,South,3249,6416,2236,57.27,20,56.08,Spring
2022-05-18,South,2206,4060,2210,46.96,20,47.23,Spring
2022-05-19,South,3401,5488,2146,59.33,20,59.4,Spring
2022-05-20,South,3234,6110,2354,57.13,20,57.11,Spring
2022-05-21,South,3392,6331,2312,53.86,20,54.1,Spring
2022-05-22,South,2705,5809,2347,63.73,20,63.79,Spring
2022-05-23,South,2475,5794,2145,60.37,20,60.54,Spring
2022-05-24,South,2673,6294,1972,58.86,20,58.66,Spring
2022-05-25,South,2644,4809,2124,53.33,20,52.97,Spring
2022-05-26,South,3630,6325,2102,62.36,20,62.14,Spring
2022-05-27,South,3017,6345,2418,47.65,20,48.34,Spring
2022-05-28,South,2121,4728,2296,46.6,20,47.27,Spring
2022-05-29,South,2302,5587,2336,56.72,20,55.95,Spring
2022-05-30,South,2957,6182,2320,54.59,20,55.33,Spring
2022-05-31,South,2448,5215,2032,64.61,20,65.22,Spring
2022-06-01,South,2797,6195,2251,61.91,20,62.56,Spring
2022-06-02,South,2344,5257,2302,51.08,20,50.54,Spring
2022-06-03,South,3033,6587,2566,56.7,20,56.48,Spring
2022-06-04,South,3351,6905,1998,51.37,20,51.19,Spring
2022-06-05,South,3210,6317,2265,54.39,20,54.68,Spring
2022-06-06,South,2418,5071,1925,48.65,20,48.39,Spring
2022-06-07,South,3283,5709,2195,52.5,20,52.2,Spring
2022-06-08,South,2756,5585,2527,57.28,20,58.05,Spring
2022-06-09,South,2725,6315,1667,55.83,20,54.94,Spring
2022-06-10,South,3062,5609,2402,56.72,20,56.32,Spring
2022-06-11,South,3305,5503,2202,53.97,20,53.89,Spring
2022-06-12,South,2326,5484,2744,56.75,20,57.49,Spring
2022-06-13,South,3094,6428,2507,49.33,20,49.22,Spring
2022-06-14,South,3348,6115,2317,54.0,20,55.09,Spring
2022-06-15,South,3936,6400,2550,54.78,20,54.19,Spring
2022-06-16,South,2325,4956,2460,51.05,20,51.19,Spring
2022-06-17,South,3270,6076,1982,58.69,20,59.3,Spring
2022-06-18,South,2350,5771,2092,50.86,20,50.65,Spring
2022-06-19,South,1921,4700,2557,51.58,20,51.93,Spring
2022-06-20,South,2306,4978,1887,50.25,20,51.24,Spring
2022-06-21,South,4393,6627,2380,58.8,20,60.59,Summer
2022-06-22,South,3203,5969,1983,53.73,20,52.61,Summer
2022-06-23,South,2442,4716,1963,63.11,20,63.95,Summer
2022-06-24,South,2672,5555,1976,55.56,20,56.03,Summer
2022-06-25,South,2365,5498,2010,51.4,20,51.07,Summer
2022-06-26,South,2551,6426,2295,44.34,20,44.05,Summer
2022-06-27,South,3075,5834,2501,50.28,20,50.08,Summer
2022-06-28,South,2866,5659,2025,59.1,20,58.93,Summer
2022-06-29,South,3267,5049,2130,49.84,20,50.17,Summer
2022-06-30,South,3570,6045,2128,60.89,20,61.79,Summer
2022-07-01,South,3258,5276,2268,61.81,20,60.61,Summer
2022-07-02,South,2719,5372,1896,50.67,20,51.37,Summer
2022-07-03,South,2779,5843,2180,66.15,20,66.26,Summer
2022-07-04,South,3597,5553,2116,56.36,20,56.24,Summer
2022-07-05,South,3494,6377,2278,51.51,20,52.33,Summer
2022-07-06,South,2961,5439,1790,57.94,20,58.18,Summer
2022-07-07,South,2439,5276,2609,57.47,20,58.26,Summer
2022-07-08,South,2859,5916,2258,58.7,20,58.68,Summer
2022-07-09,South,2417,4946,2329,59.09,20,59.58,Summer
2022-07-10,South,2767,5817,1996,56.34,20,55.19,Summer
2022-07-11,South,2695,5409,2531,55.55,20,54.75,Summer
2022-07-12,South,3063,5142,1894,47.93,20,47.9,Summer
2022-07-13,South,3156,5415,2113,63.87,20,63.85,Summer
2022-07-14,South,3389,6312,2024,55.22,20,55.06,Summer
2022-07-15,South,2459,5736,2146,63.85,20,63.94,Summer
2022-07-16,South,2993,5772,2644,53.26,20,53.73,Summer
2022-07-17,South,2815,5552,2104,54.42,20,54.67,Summer
2022-07-18,South,2685,5608,2178,61.92,20,61.33,Summer
2022-07-19,South,2880,6253,1999,55.53,20,54.39,Summer
2022-07-20,South,2441,4979,2188,58.5,20,58.96,Summer
2022-07-21,South,2891,5407,2209,53.64,20,55.07,Summer
2022-07-22,South,2855,5445,2213,53.85,20,52.86,Summer
2022-07-23,South,2960,5760,1645,55.8,20,54.86,Summer
2022-07-24,South,2678,5030,2415,54.68,20,54.48,Summer
2022-07-25,South,2735,5383,2158,58.61,20,58.93,Summer
2022-07-26,South,3055,5797,2048,59.9,20,60.13,Summer
2022-07-27,South,3283,5626,2533,55.93,20,55.8,Summer
2022-07-28,South,3043,6147,2088,47.94,20,46.78,Summer
2022-07-29,South,2823,5701,2075,59.01,20,58.46,Summer
2022-07-30,South,2654,4860,1812,57.78,20,57.41,Summer
2022-07-31,South,2286,4474,2172,54.84,20,54.22,Summer
2022-08-01,South,2411,4958,2349,60.64,20,60.54,Summer
2022-08-02,South,3003,5375,2062,53.05,20,51.42,Summer
2022-08-03,South,2517,6097,1971,54.71,20,56.28,Summer
2022-08-04,South,3952,6076,2242,47.3,20,46.83,Summer
2022-08-05,South,2967,5904,2359,51.97,20,52.53,Summer
2022-08-06,South,3433,5796,1785,51.82,20,51.26,Summer
2022-08-07,South,2830,5369,2364,54.17,20,54.23,Summer
2022-08-08,South,3076,5680,2429,50.51,20,51.34,Summer
2022-08-09,South,2667,5076,2620,60.94,20,60.9,Summer
2022-08-10,South,4009,6823,1785,47.36,20,47.23,Summer
2022-08-11,South,2472,5454,1965,56.1,20,55.32,Summer
2022-08-12,South,2865,5707,1936,62.69,20,62.67,Summer
2022-08-13,South,3031,5285,2203,44.18,20,44.32,Summer
2022-08-14,South,2125,4966,2000,57.98,20,57.64,Summer
2022-08-15,South,2647,5758,1854,46.3,20,45.81,Summer
2022-08-16,South,3043,5294,2271,50.64,20,51.69,Summer
2022-08-17,South,2296,5190,2088,45.89,20,46.08,Summer
2022-08-18,South,2100,4878,2326,62.55,20,62.76,Summer
2022-08-19,South,2507,5926,2208,51.8,20,51.06,Summer
2022-08-20,South,2578,5574,2187,57.9,15,58.68,Summer
2022-08-21,South,1793,5195,2328,51.55,20,51.2,Summer
2022-08-22,South,3477,5830,2112,54.94,20,54.6,Summer
2022-08-23,South,2326,4736,1999,58.9,20,58.27,Summer
2022-08-24,South,2367,6084,2301,66.2,20,65.82,Summer
2022-08-25,South,2681,4941,1890,62.28,20,62.56,Summer
2022-08-26,South,2293,6140,2312,49.91,20,50.44,Summer
2022-08-27,South,3709,5537,2191,44.93,20,44.89,Summer
2022-08-28,South,3695,6221,1929,48.59,20,48.86,Summer
2022-08-29,South,2726,5902,1879,58.32,20,58.11,Summer
2022-08-30,South,2569,5328,2330,50.12,20,49.93,Summer
2022-08-31,South,3344,6450,2539,55.04,20,54.59,Summer
2022-09-01,South,2771,5010,2438,50.39,20,50.59,Summer
2022-09-02,South,3413,5714,2072,53.08,20,52.91,Summer
2022-09-03,South,2194,4462,2293,57.41,20,57.03,Summer
2022-09-04,South,2172,5177,2211,58.06,20,57.4,Summer
2022-09-05,South,2963,5682,2208,57.87,20,57.25,Summer
2022-09-06,South,2704,4787,2254,55.41,20,55.33,Summer
2022-09-07,South,2619,5748,2027,50.7,20,51.59,Summer
2022-09-08,South,2443,4580,2334,56.3,20,56.88,Summer
2022-09-09,South,3656,5681,2148,51.87,20,51.44,Summer
2022-09-10,South,2428,4773,2142,46.72,20,46.9,Summer
2022-09-11,South,2634,4913,2055,47.53,20,47.21,Summer
2022-09-12,South,3077,5911,2144,46.86,20,46.61,Summer
2022-09-13,South,3439,5899,2404,56.3,20,57.43,Summer
2022-09-14,South,3043,5525,2540,63.06,20,63.77,Summer
2022-09-15,South,2837,5505,2039,53.49,20,52.75,Summer
2022-09-16,South,2006,5407,2089,51.41,20,50.75,Summer
2022-09-17,South,2560,6078,1816,57.07,20,57.5,Summer
2022-09-18,South,2863,5732,2044,58.79,20,58.07,Summer
2022-09-19,South,3355,6412,2019,55.06,20,55.75,Summer
2022-09-20,South,2978,6103,2005,75.33,20,75.3,Summer
2022-09-21,South,2642,6260,2323,57.25,20,56.82,Autumn
2022-09-22,South,1593,4290,2083,58.3,20,58.07,Autumn
2022-09-23,South,3383,6183,1966,50.37,20,49.5,Autumn
2022-09-24,South,2395,4563,1961,51.46,20,50.83,Autumn
2022-09-25,South,2831,6436,1990,50.98,20,50.97,Autumn
2022-09-26,South,2462,5463,2264,51.84,20,51.11,Autumn
2022-09-27,South,2825,5531,2695,61.7,20,60.54,Autumn
2022-09-28,South,3553,5675,2140,67.56,20,66.87,Autumn
2022-09-29,South,2690,6334,2158,53.71,20,54.38,Autumn
2022-09-30,South,2773,5740,2271,52.56,20,52.81,Autumn
2022-10-01,South,2917,5319,1947,53.49,20,53.76,Autumn
2022-10-02,South,2848,5179,2154,59.78,20,58.32,Autumn
2022-10-03,South,2463,5820,2002,64.23,20,62.32,Autumn
2022-10-04,South,3174,5997,2582,57.66,20,58.1,Autumn
2022-10-05,South,2891,5479,2480,54.43,20,55.02,Autumn
2022-10-06,South,3120,5350,2337,54.34,20,54.16,Autumn
2022-10-07,South,3606,5977,2201,60.89,20,60.7,Autumn
2022-10-08,South,2386,5797,2411,70.72,20,71.69,Autumn
2022-10-09,South,3187,6180,2008,51.51,20,51.53,Autumn
2022-10-10,South,3643,5588,2568,53.96,20,53.85,Autumn
2022-10-11,South,3134,5013,1821,54.29,20,53.1,Autumn
2022-10-12,South,2525,4890,2243,51.13,20,51.37,Autumn
2022-10-13,South,2963,5113,2198,61.31,20,61.31,Autumn
2022-10-14,South,3662,6530,2437,48.01,20,48.04,Autumn
2022-10-15,South,3186,5528,2368,56.1,20,55.72,Autumn
2022-10-16,South,2606,5594,2314,44.14,20,43.34,Autumn
2022-10-17,South,2912,5284,2140,49.9,20,50.44,Autumn
2022-10-18,South,2376,5348,2307,45.43,20,45.04,Autumn
2022-10-19,South,3083,5225,2164,57.24,20,56.95,Autumn
2022-10-20,South,2217,5411,2087,50.99,20,51.44,Autumn
2022-10-21,South,2922,5511,2045,47.03,20,46.25,Autumn
2022-10-22,South,2316,6302,2241,50.02,20,50.1,Autumn
2022-10-23,South,2625,5559,1989,48.19,20,47.32,Autumn
2022-10-24,South,2788,4797,2196,53.78,20,54.82,Autumn
2022-10-25,South,3321,5511,2074,55.07,20,55.84,Autumn
2022-10-26,South,3308,5795,1988,56.15,20,57.15,Autumn
2022-10-27,South,2065,5011,2212,51.41,20,51.03,Autumn
2022-10-28,South,2687,5405,2068,55.31,20,55.49,Autumn
2022-10-29,South,2600,6130,2249,58.3,20,57.45,Autumn
2022-10-30,South,3441,5659,1915,52.26,20,50.98,Autumn
2022-10-31,South,2372,5894,2604,62.98,20,62.54,Autumn
2022-11-01,South,3536,6532,2227,46.79,20,47.86,Autumn
2022-11-02,South,2991,5225,2317,47.57,20,47.28,Autumn
2022-11-03,South,2788,4986,2173,47.76,20,47.51,Autumn
2022-11-04,South,2887,7488,2380,64.72,20,65.48,Autumn
2022-11-05,South,3520,6169,2053,63.88,20,63.49,Autumn
2022-11-06,South,2471,4694,1993,57.07,20,57.27,Autumn
2022-11-07,South,2491,5178,1976,47.61,20,48.59,Autumn
2022-11-08,South,2130,5270,2252,54.28,20,53.85,Autumn
2022-11-09,South,2362,6025,2223,52.94,20,52.42,Autumn
2022-11-10,South,2709,5747,2105,56.24,20,56.25,Autumn
2022-11-11,South,2618,5519,2074,56.47,20,56.3,Autumn
2022-11-12,South,2841,5541,2451,52.14,20,51.71,Autumn
2022-11-13,South,2814,5191,2196,54.9,20,56.23,Autumn
2022-11-14,South,2424,5889,2076,47.1,20,47.07,Autumn
2022-11-15,South,2722,5736,1805,53.5,20,53.45,Autumn
2022-11-16,South,2832,5565,2223,59.35,20,58.97,Autumn
2022-11-17,South,3814,6164,1938,54.37,20,53.64,Autumn
2022-11-18,South,2922,6527,2193,58.7,20,59.92,Autumn
2022-11-19,South,2568,5163,1945,50.78,20,50.89,Autumn
2022-11-20,South,2927,5849,2538,44.93,20,45.25,Autumn
2022-11-21,South,2057,5665,2057,58.83,20,58.77,Autumn
2022-11-22,South,2518,5452,1912,58.6,20,58.94,Autumn
2022-11-23,South,3509,5466,2509,49.38,20,48.71,Autumn
2022-11-24,South,2095,4235,2231,62.33,20,62.52,Autumn
2022-11-25,South,3101,5711,2298,54.93,20,54.18,Autumn
2022-11-26,South,3105,7139,2419,61.72,20,63.26,Autumn
2022-11-27,South,2490,4290,2441,70.09,20,69.55,Autumn
2022-11-28,South,3042,5318,2185,56.91,20,56.96,Autumn
2022-11-29,South,1794,5497,2277,52.15,20,51.81,Autumn
2022-11-30,South,2527,5516,2121,48.02,20,48.68,Autumn
2022-12-01,South,3544,6201,2073,59.09,20,58.41,Autumn
2022-12-02,South,3070,4842,2484,52.76,20,53.37,Autumn
2022-12-03,South,3550,5689,1974,50.23,20,49.7,Autumn
2022-12-04,South,1750,5078,2378,46.25,20,46.28,Autumn
2022-12-05,South,2610,4676,2183,50.32,20,51.47,Autumn
2022-12-06,South,2624,5992,2028,49.39,20,49.14,Autumn
2022-12-07,South,2174,5076,2041,57.7,20,57.06,Autumn
2022-12-08,South,3026,6173,2074,51.64,20,51.66,Autumn
2022-12-09,South,2246,5412,2043,56.09,20,55.68,Autumn
2022-12-10,South,2594,5360,2261,49.31,20,48.56,Autumn
2022-12-11,South,2925,5753,2109,62.77,20,63.26,Autumn
2022-12-12,South,2018,4637,2157,61.66,20,61.73,Autumn
2022-12-13,South,3658,6088,2052,45.4,20,45.64,Autumn
2022-12-14,South,2822,5267,1809,53.57,20,54.09,Autumn
2022-12-15,South,3668,6234,3057,53.8,20,54.21,Autumn
2022-12-16,South,2409,5499,2501,57.87,20,57.35,Autumn
2022-12-17,South,2253,5224,2327,52.1,20,52.34,Autumn
2022-12-18,South,2127,4578,2145,62.16,20,61.24,Autumn
2022-12-19,South,2804,6222,1879,55.31,20,56.29,Autumn
2022-12-20,South,2472,5596,2207,54.98,20,54.48,Autumn
2022-12-21,South,3165,4992,2376,53.3,20,52.99,Winter
2022-12-22,South,2129,5379,2122,63.27,20,62.81,Winter
2022-12-23,South,2495,4090,2266,54.09,20,54.11,Winter
2022-12-24,South,2167,6054,2137,49.5,20,49.05,Winter
2022-12-25,South,1914,5569,2395,61.32,20,61.17,Winter
2022-12-26,South,2647,5371,2001,56.98,20,57.17,Winter
2022-12-27,South,2365,5164,2382,57.69,20,56.7,Winter
2022-12-28,South,2400,5633,2107,61.31,20,60.21,Winter
2022-12-29,South,2466,5315,2283,56.0,20,56.57,Winter
2022-12-30,South,3068,5227,2392,53.36,20,53.33,Winter
2022-12-31,South,2279,4978,2023,54.77,20,53.88,Winter
2023-01-01,South,3173,5050,2175,48.8,20,48.89,Winter
2023-01-02,South,2995,5769,2364,53.8,20,54.69,Winter
2023-01-03,South,2831,5523,2331,69.76,20,70.1,Winter
2023-01-04,South,2022,4945,2242,61.85,20,61.85,Winter
2023-01-05,South,3233,6206,1945,54.72,20,55.56,Winter
2023-01-06,South,2553,5686,2049,52.05,20,51.16,Winter
2023-01-07,South,3307,5538,2325,53.39,20,53.45,Winter
2023-01-08,South,2835,5146,2410,57.79,20,57.6,Winter
2023-01-09,South,3120,5298,2454,64.3,20,63.61,Winter
2023-01-10,South,2124,4418,2293,59.24,20,59.05,Winter
2023-01-11,South,2398,5482,1934,56.57,20,55.73,Winter
2023-01-12,South,2818,6605,2452,51.84,20,51.68,Winter
2023-01-13,South,3203,6182,2011,58.51,20,59.0,Winter
2023-01-14,South,3605,5443,2341,49.42,20,48.41,Winter
2023-01-15,South,2987,5729,2711,51.8,20,51.39,Winter
2023-01-16,South,3105,5061,2433,67.37,20,67.95,Winter
2023-01-17,South,3196,6152,2329,55.44,20,55.58,Winter
2023-01-18,South,2521,5349,2569,56.92,20,57.48,Winter
2023-01-19,South,2650,5347,1898,53.64,20,53.35,Winter
2023-01-20,South,2164,4840,2012,43.96,20,43.65,Winter
2023-01-21,South,3444,6285,2020,59.72,20,59.07,Winter
2023-01-22,South,3372,5892,2303,46.32,20,46.65,Winter
2023-01-23,South,2782,5643,2303,52.7,20,52.89,Winter
2023-01-24,South,1929,5135,1870,61.45,20,61.0,Winter
2023-01-25,South,3160,5742,2554,49.93,20,50.05,Winter
2023-01-26,South,2146,4976,2261,40.86,20,39.88,Winter
2023-01-27,South,2811,5182,1946,57.57,20,57.18,Winter
2023-01-28,South,3147,5801,2381,54.29,20,55.25,Winter
2023-01-29,South,1904,5338,2454,61.62,20,61.96,Winter
2023-01-30,South,2529,5229,1888,46.49,20,47.39,Winter
2023-01-31,South,2765,5142,2107,59.89,20,59.95,Winter
2023-02-01,South,2798,4691,2619,66.08,20,65.79,Winter
2023-02-02,South,3508,6891,2239,44.46,20,44.76,Winter
2023-02-03,South,3103,5839,2096,58.11,20,57.16,Winter
2023-02-04,South,2860,5794,1845,63.61,20,63.19,Winter
2023-02-05,South,2593,5331,2461,60.03,20,61.99,Winter
2023-02-06,South,3243,6410,2270,59.04,20,58.94,Winter
2023-02-07,South,2890,5339,2233,60.27,20,59.53,Winter
2023-02-08,South,3074,5288,2303,58.88,20,58.61,Winter
2023-02-09,South,3198,5651,1929,45.71,20,44.77,Winter
2023-02-10,South,2966,6211,2507,56.23,20,56.93,Winter
2023-02-11,South,2491,5085,2250,48.19,20,47.73,Winter
2023-02-12,South,2461,4627,2241,54.18,20,54.09,Winter
2023-02-13,South,3108,5866,1894,62.02,20,61.88,Winter
2023-02-14,South,2534,5521,1970,56.52,20,56.64,Winter
2023-02-15,South,2841,5758,2137,57.18,20,57.73,Winter
2023-02-16,South,3002,5555,2153,49.42,20,49.11,Winter
2023-02-17,South,2214,5372,2248,69.0,20,68.61,Winter
2023-02-18,South,2474,4931,1922,47.28,20,47.6,Winter
2023-02-19,South,2830,6316,2476,57.31,20,56.12,Winter
2023-02-20,South,2416,5303,2579,62.19,20,61.11,Winter
2023-02-21,South,3027,6674,2382,56.82,20,56.59,Winter
2023-02-22,South,2506,4914,2298,53.02,20,52.49,Winter
2023-02-23,South,2371,5522,2360,67.37,20,66.27,Winter
2023-02-24,South,2911,5347,2486,57.48,20,57.95,Winter
2023-02-25,South,2975,5515,2358,52.94,20,53.37,Winter
2023-02-26,South,3387,5793,2271,52.63,20,51.86,Winter
2023-02-27,South,2821,5596,2526,42.16,20,41.62,Winter
2023-02-28,South,2108,4950,2221,54.41,20,56.07,Winter
2023-03-01,South,2691,6862,2013,52.13,20,51.24,Winter
2023-03-02,South,2836,5906,2494,55.94,20,55.15,Winter
2023-03-03,South,2988,5633,2041,35.81,20,35.03,Winter
2023-03-04,South,3153,5812,2480,57.04,20,55.65,Winter
2023-03-05,South,2196,5145,2474,59.06,20,59.57,Winter
2023-03-06,South,2745,5838,2275,41.86,20,41.95,Winter
2023-03-07,South,2431,4960,1972,57.59,20,57.03,Winter
2023-03-08,South,2159,4479,2614,50.03,20,50.87,Winter
2023-03-09,South,2385,5793,2290,57.24,20,57.22,Winter
2023-03-10,South,2433,4946,1901,55.73,20,55.42,Winter
2023-03-11,South,2941,5860,2469,47.84,20,47.45,Winter
2023-03-12,South,2743,5452,2260,57.37,20,57.02,Winter
2023-03-13,South,2956,5846,2390,57.64,20,56.3,Winter
2023-03-14,South,3167,5798,2114,52.77,20,51.99,Winter
2023-03-15,South,2250,5070,2176,58.37,20,57.8,Winter
2023-03-16,South,3058,6284,2001,50.98,20,50.34,Winter
2023-03-17,South,2350,6235,2180,55.2,20,54.87,Winter
2023-03-18,South,2189,4633,2136,51.18,20,52.18,Winter
2023-03-19,South,3018,5530,2035,58.39,20,57.42,Winter
2023-03-20,South,2492,4623,2305,52.36,20,52.93,Winter
2023-03-21,South,3574,6452,2225,54.68,20,54.59,Spring
2023-03-22,South,2365,4882,2110,60.44,20,59.56,Spring
2023-03-23,South,2862,6095,2583,55.73,15,56.36,Spring
2023-03-24,South,2002,5417,2419,50.44,20,50.18,Spring
2023-03-25,South,3273,5604,2113,64.64,20,64.14,Spring
2023-03-26,South,2852,4604,2149,63.92,20,64.46,Spring
2023-03-27,South,2906,6110,2294,58.98,20,58.39,Spring
2023-03-28,South,3593,6447,1732,56.87,20,57.82,Spring
2023-03-29,South,3845,5573,2696,57.8,20,56.82,Spring
2023-03-30,South,3357,5475,2320,61.76,20,62.28,Spring
2023-03-31,South,2576,4970,2099,55.61,20,55.0,Spring
2023-04-01,South,1985,4998,1830,64.14,20,64.13,Spring
2023-04-02,South,3147,6315,2460,64.4,20,64.52,Spring
2023-04-03,South,3167,5800,2129,43.51,20,43.86,Spring
2023-04-04,South,2555,6211,2390,45.76,20,46.33,Spring
2023-04-05,South,3368,6015,2248,61.39,20,60.81,Spring
2023-04-06,South,1767,4531,1906,65.74,20,66.07,Spring
2023-04-07,South,2336,4408,1935,47.61,20,49.06,Spring
2023-04-08,South,2738,5456,2459,57.65,20,57.88,Spring
2023-04-09,South,3752,6680,2001,56.01,20,56.08,Spring
2023-04-10,South,2489,5245,2626,60.79,20,61.05,Spring
2023-04-11,South,2989,6153,2329,48.77,20,48.42,Spring
2023-04-12,South,2826,5308,2357,53.19,20,52.56,Spring
2023-04-13,South,2661,5164,2529,55.14,20,55.99,Spring
2023-04-14,South,3143,6749,2281,55.12,20,54.97,Spring
2023-04-15,South,2955,5390,2339,46.14,20,45.5,Spring
2023-04-16,South,2540,5356,2255,56.4,20,56.88,Spring
2023-04-17,South,2240,4652,1958,44.52,20,46.11,Spring
2023-04-18,South,2767,5904,1790,59.52,20,59.14,Spring
2023-04-19,South,2457,5285,2076,43.15,20,42.35,Spring
2023-04-20,South,2396,5235,2231,63.61,20,63.82,Spring
2023-04-21,South,2904,5115,1977,51.26,20,51.08,Spring
2023-04-22,South,2591,5085,2029,57.22,20,57.06,Spring
2023-04-23,South,1899,4628,2234,61.31,20,61.37,Spring
2023-04-24,South,2357,6122,1811,45.38,20,44.61,Spring
2023-04-25,South,2304,5078,2039,56.81,20,56.55,Spring
2023-04-26,South,2638,5563,2438,53.84,20,54.8,Spring
2023-04-27,South,1700,5128,1964,50.92,20,49.9,Spring
2023-04-28,South,3202,5489,2571,51.49,20,50.54,Spring
2023-04-29,South,2818,5097,2292,47.27,20,46.98,Spring
2023-04-30,South,3286,6651,2066,67.16,20,67.5,Spring
2023-05-01,South,3605,6045,2276,65.74,20,65.74,Spring
2023-05-02,South,2002,4741,2010,42.87,20,42.82,Spring
2023-05-03,South,2554,5550,2300,49.97,20,49.47,Spring
2023-05-04,South,2898,5986,2493,57.78,20,57.67,Spring
2023-05-05,South,2589,5166,2023,41.19,20,40.48,Spring
2023-05-06,South,2984,5315,2707,64.76,20,64.48,Spring
2023-05-07,South,4024,6607,2307,54.47,20,54.15,Spring
2023-05-08,South,2720,5232,2082,50.2,20,50.83,Spring
2023-05-09,South,3838,6588,2010,53.41,20,53.54,Spring
2023-05-10,South,2871,5502,2080,52.88,20,52.74,Spring
2023-05-11,South,3713,5869,2114,54.61,20,55.5,Spring
2023-05-12,South,2273,4846,2304,50.67,20,50.99,Spring
2023-05-13,South,2072,4195,2251,57.67,20,59.34,Spring
2023-05-14,South,2990,5396,1898,55.31,20,55.44,Spring
2023-05-15,South,1827,5059,2576,60.86,20,59.29,Spring
2023-05-16,South,2339,5135,2288,50.31,20,50.37,Spring
2023-05-17,South,2691,5996,1965,60.93,20,61.57,Spring
2023-05-18,South,1996,4800,2080,45.47,20,45.43,Spring
2023-05-19,South,2580,5318,2225,59.21,20,60.39,Spring
2023-05-20,South,3940,5724,1877,50.84,20,50.24,Spring
2023-05-21,South,1943,3647,1996,52.96,20,52.01,Spring
2023-05-22,South,2752,5476,2214,45.65,20,46.21,Spring
2023-05-23,South,2872,6215,2445,45.81,20,46.77,Spring
2023-05-24,South,2752,5903,2293,53.02,20,53.23,Spring
2023-05-25,South,2805,5280,2707,63.72,20,63.43,Spring
2023-05-26,South,2843,5338,1856,54.3,20,54.11,Spring
2023-05-27,South,2655,5543,2257,50.24,20,50.34,Spring
2023-05-28,South,2939,6076,2036,59.93,20,59.66,Spring
2023-05-29,South,3324,5997,2247,52.12,20,51.52,Spring
2023-05-30,South,2179,5492,2557,53.47,20,53.61,Spring
2023-05-31,South,2369,5513,2249,59.26,20,60.0,Spring
2023-06-01,South,2718,5476,1844,56.44,20,56.32,Spring
2023-06-02,South,2418,5249,2122,68.24,20,68.11,Spring
2023-06-03,South,1992,6049,1920,62.56,20,62.73,Spring
2023-06-04,South,2553,4756,2413,59.58,20,59.51,Spring
2023-06-05,South,3397,5812,1919,46.59,20,47.07,Spring
2023-06-06,South,3848,5886,2186,51.08,20,51.25,Spring
2023-06-07,South,1795,4035,2130,42.88,20,43.11,Spring
2023-06-08,South,2983,5557,2165,57.35,20,57.53,Spring
2023-06-09,South,2196,5170,2166,46.36,20,46.05,Spring
2023-06-10,South,2267,5448,2008,66.37,20,67.72,Spring
2023-06-11,South,2843,5793,2677,64.17,20,65.03,Spring
2023-06-12,South,2470,5990,2293,64.77,20,64.69,Spring
2023-06-13,South,2455,6576,1825,58.6,20,58.89,Spring
2023-06-14,South,2565,4589,2045,58.07,20,58.21,Spring
2023-06-15,South,2914,6184,2240,56.48,20,57.05,Spring
2023-06-16,South,3080,6122,2123,53.34,20,53.15,Spring
2023-06-17,South,2583,4587,2312,59.3,20,59.77,Spring
2023-06-18,South,2061,4945,2663,56.71,20,56.49,Spring
2023-06-19,South,3268,6032,1913,48.52,20,49.27,Spring
2023-06-20,South,2356,5130,2285,56.5,20,57.64,Spring
2023-06-21,South,3010,6207,1894,44.83,20,44.63,Summer
2023-06-22,South,2875,5499,2131,49.12,20,49.27,Summer
2023-06-23,South,2472,4428,2130,53.53,20,53.9,Summer
2023-06-24,South,2759,5023,1902,63.51,20,64.05,Summer
2023-06-25,South,3454,6562,1988,64.53,20,63.7,Summer
2023-06-26,South,2484,5973,2191,53.6,20,54.34,Summer
2023-06-27,South,3067,5431,2619,54.86,20,55.05,Summer
2023-06-28,South,3128,6316,2660,48.57,20,49.1,Summer
2023-06-29,South,2531,5725,1829,49.21,20,49.07,Summer
2023-06-30,South,2328,4451,2375,55.47,20,55.98,Summer
2023-07-01,South,3541,5944,2424,62.65,20,63.22,Summer
2023-07-02,South,2439,5555,1968,57.83,20,56.9,Summer
2023-07-03,South,2991,6330,2189,61.66,20,62.14,Summer
2023-07-04,South,2406,5646,2497,60.81,20,61.45,Summer
2023-07-05,South,2971,5388,2402,51.7,20,52.57,Summer
2023-07-06,South,2827,5199,2489,53.13,20,53.38,Summer
2023-07-07,South,2414,4769,2442,43.54,20,44.18,Summer
2023-07-08,South,3290,5820,1962,51.13,20,51.5,Summer
2023-07-09,South,2829,6571,1836,55.23,20,55.63,Summer
2023-07-10,South,3175,5684,1797,53.9,20,54.64,Summer
2023-07-11,South,2586,5414,1856,59.43,20,59.7,Summer
2023-07-12,South,2457,5062,2421,51.94,20,52.01,Summer
2023-07-13,South,2864,5079,2018,41.33,20,41.06,Summer
2023-07-14,South,3557,5957,2279,51.42,20,50.88,Summer
2023-07-15,South,3422,6048,2267,54.42,20,54.32,Summer
2023-07-16,South,2986,5089,1781,61.91,20,62.03,Summer
2023-07-17,South,2378,5257,2099,54.9,20,56.05,Summer
2023-07-18,South,2670,5185,1719,52.49,20,52.68,Summer
2023-07-19,South,2412,5617,1903,46.89,20,46.05,Summer
2023-07-20,South,2851,5893,2663,56.0,20,56.28,Summer
