Date,Store ID,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Region,Weather Condition,Seasonality
2022-06-26,S002,3162,5711,2287,45.95,20,45.97,East,Cloudy,Summer
2022-06-27,S002,2627,5069,1967,63.86,20,63.89,East,Rainy,Summer
2022-06-28,S002,2355,4722,2126,53.72,20,53.46,East,Cloudy,Summer
2022-06-29,S002,2205,5929,2428,44.41,20,43.61,East,Cloudy,Summer
2022-06-30,S002,3146,5507,2511,57.92,20,57.38,East,Cloudy,Summer
2022-07-01,S002,2580,5931,2387,57.32,20,57.1,East,Snowy,Summer
2022-07-02,S002,2010,5350,2275,67.52,20,67.4,East,Sunny,Summer
2022-07-03,S002,2570,5380,2011,59.85,20,59.95,East,Snowy,Summer
2022-07-04,S002,2812,5804,2311,58.09,20,57.68,East,Rainy,Summer
2022-07-05,S002,2587,5109,2021,50.12,20,49.69,East,Cloudy,Summer
2022-07-06,S002,2438,4671,2190,55.95,20,55.23,East,Sunny,Summer
2022-07-07,S002,2780,6069,2378,48.44,20,49.43,East,Rainy,Summer
2022-07-08,S002,2630,4963,2491,49.7,20,48.42,East,Snowy,Summer
2022-07-09,S002,3060,5566,2017,53.91,20,54.15,East,Snowy,Summer
2022-07-10,S002,2223,5265,1931,49.05,20,50.3,East,Cloudy,Summer
2022-07-11,S002,2040,4934,1907,52.86,20,53.68,East,Sunny,Summer
2022-07-12,S002,2330,5280,2212,62.45,20,62.5,East,Rainy,Summer
2022-07-13,S002,2271,3906,2175,58.2,20,58.34,East,Sunny,Summer
2022-07-14,S002,1654,4641,2270,48.99,20,49.39,East,Sunny,Summer
2022-07-15,S002,4067,6352,2224,55.16,20,54.67,East,Rainy,Summer
2022-07-16,S002,2695,5387,1935,44.26,20,44.65,East,Cloudy,Summer
2022-07-17,S002,2670,6338,2133,42.89,20,43.1,East,Cloudy,Summer
2022-07-18,S002,3129,6143,2372,61.12,20,61.41,East,Snowy,Summer
2022-07-19,S002,3091,6214,2029,49.13,20,49.14,East,Cloudy,Summer
2022-07-20,S002,2408,5748,2191,61.08,20,59.69,East,Rainy,Summer
2022-07-21,S002,2150,5361,1720,56.27,20,56.6,East,Cloudy,Summer
2022-07-22,S002,3022,6708,2720,66.27,20,65.65,East,Cloudy,Summer
2022-07-23,S002,2458,5075,2015,46.13,20,45.38,East,Rainy,Summer
2022-07-24,S002,2629,5579,1859,62.63,20,61.06,East,Rainy,Summer
2022-07-25,S002,3156,5810,2198,49.54,20,49.06,East,Sunny,Summer
2022-07-26,S002,2550,5285,2273,52.31,20,52.27,East,Rainy,Summer
2022-07-27,S002,3308,5870,2354,68.42,20,68.39,East,Sunny,Summer
2022-07-28,S002,3354,4929,2452,63.67,20,63.18,East,Sunny,Summer
2022-07-29,S002,2586,5956,2017,49.6,20,49.92,East,Snowy,Summer
2022-07-30,S002,2827,5267,2829,45.4,20,46.03,East,Cloudy,Summer
2022-07-31,S002,1719,4355,2465,56.8,20,57.27,East,Cloudy,Summer
2022-08-01,S002,3199,5315,2198,56.85,20,57.76,East,Cloudy,Summer
2022-08-02,S002,2456,5143,1983,55.9,20,55.58,East,Snowy,Summer
2022-08-03,S002,3027,6206,1853,47.37,20,47.32,East,Rainy,Summer
2022-08-04,S002,2545,6191,2276,46.98,20,45.9,East,Rainy,Summer
2022-08-05,S002,2229,5782,1881,57.5,20,57.98,East,Snowy,Summer
2022-08-06,S002,2019,5046,2702,61.83,20,61.34,East,Cloudy,Summer
2022-08-07,S002,2811,5416,2248,48.29,20,48.05,East,Cloudy,Summer
2022-08-08,S002,2776,5350,2283,49.95,20,50.28,East,Snowy,Summer
2022-08-09,S002,2167,5128,2147,58.92,20,58.85,East,Snowy,Summer
2022-08-10,S002,3490,5747,2325,56.61,20,56.21,East,Sunny,Summer
2022-08-11,S002,2705,6391,1788,52.89,20,52.15,East,Snowy,Summer
2022-08-12,S002,2966,5478,2282,58.64,20,58.47,East,Snowy,Summer
2022-08-13,S002,2819,5191,2436,52.51,20,52.74,East,Sunny,Summer
2022-08-14,S002,2699,5026,2441,55.26,20,54.75,East,Cloudy,Summer
2022-08-15,S002,2637,5115,2296,42.06,20,40.87,East,Cloudy,Summer
2022-08-16,S002,2391,5390,2047,59.01,20,58.21,East,Sunny,Summer
2022-08-17,S002,3342,5684,1617,51.88,20,52.39,East,Snowy,Summer
2022-08-18,S002,3148,5600,2212,54.63,20,54.12,East,Rainy,Summer
2022-08-19,S002,2764,5456,2352,65.92,20,65.65,East,Rainy,Summer
2022-08-20,S002,1873,5275,2176,60.24,20,59.84,East,Snowy,Summer
2022-08-21,S002,2253,5378,1809,55.57,20,55.61,East,Cloudy,Summer
2022-08-22,S002,2638,5433,2459,54.72,20,55.66,East,Rainy,Summer
2022-08-23,S002,2303,4588,2360,58.49,20,58.1,East,Rainy,Summer
2022-08-24,S002,2673,5201,1848,50.92,20,51.76,East,Snowy,Summer
2022-08-25,S002,2680,5429,2563,56.66,20,55.94,East,Snowy,Summer
2022-08-26,S002,2901,5510,2368,42.57,20,42.7,East,Rainy,Summer
2022-08-27,S002,3306,6128,1995,50.53,20,51.82,East,Cloudy,Summer
2022-08-28,S002,3318,6050,1717,60.29,20,59.25,East,Sunny,Summer
2022-08-29,S002,2797,5252,2326,51.61,20,51.95,East,Sunny,Summer
2022-08-30,S002,2191,5223,2019,60.81,20,60.33,East,Sunny,Summer
2022-08-31,S002,2933,4643,2908,51.36,20,51.57,East,Snowy,Summer
2022-09-01,S002,2229,5488,2378,56.32,20,56.63,East,Snowy,Summer
2022-09-02,S002,3064,6443,2004,59.01,20,58.45,East,Sunny,Summer
2022-09-03,S002,2811,6313,2328,53.13,20,53.67,East,Sunny,Summer
2022-09-04,S002,3784,7045,2226,59.83,20,60.82,East,Snowy,Summer
2022-09-05,S002,2491,4995,1809,49.96,20,50.15,East,Rainy,Summer
2022-09-06,S002,2796,5808,1995,56.29,20,54.7,East,Snowy,Summer
2022-09-07,S002,3175,5078,1894,55.82,20,55.98,East,Rainy,Summer
2022-09-08,S002,2154,5379,2466,41.4,20,41.41,East,Sunny,Summer
2022-09-09,S002,1576,5248,2538,62.38,20,61.92,East,Rainy,Summer
2022-09-10,S002,2859,6089,2124,49.56,20,48.22,East,Rainy,Summer
2022-09-11,S002,2834,5601,2445,49.89,20,49.06,East,Rainy,Summer
2022-09-12,S002,2225,6150,1934,69.61,20,71.04,East,Rainy,Summer
2022-09-13,S002,2982,5393,2162,55.04,20,54.59,East,Rainy,Summer
2022-09-14,S002,2009,4866,2361,56.2,20,57.28,East,Cloudy,Summer
2022-09-15,S002,2885,5996,2071,51.86,20,50.7,East,Cloudy,Summer
2022-09-16,S002,2789,5038,2616,56.31,20,56.3,East,Cloudy,Summer
2022-09-17,S002,2528,5664,2577,59.32,20,58.59,East,Sunny,Summer
2022-09-18,S002,3139,4794,2041,50.26,20,50.84,East,Cloudy,Summer
2022-09-19,S002,2877,5044,1967,53.18,20,52.5,East,Snowy,Summer
2022-09-20,S002,2534,6720,2221,54.96,20,56.86,East,Rainy,Summer
2022-09-21,S002,2679,6140,2206,61.2,20,60.55,East,Sunny,Autumn
2022-09-22,S002,2177,5197,2288,61.77,20,62.84,East,Snowy,Autumn
2022-09-23,S002,3037,5380,2139,56.98,20,56.78,East,Snowy,Autumn
2022-09-24,S002,3348,6171,2196,62.54,20,62.42,East,Rainy,Autumn
2022-09-25,S002,2244,5319,2152,55.28,20,55.53,East,Snowy,Autumn
2022-09-26,S002,1865,5235,2218,55.5,20,54.97,East,Rainy,Autumn
2022-09-27,S002,3229,6689,2246,54.0,20,53.99,East,Sunny,Autumn
2022-09-28,S002,2255,5234,2309,47.28,20,47.24,East,Cloudy,Autumn
2022-09-29,S002,2609,5675,1758,55.85,20,55.93,East,Snowy,Autumn
2022-09-30,S002,2683,4742,1976,61.8,20,61.01,East,Rainy,Autumn
2022-10-01,S002,2867,6681,2107,52.05,20,52.59,East,Snowy,Autumn
2022-10-02,S002,3597,6167,2126,46.62,20,46.71,East,Snowy,Autumn
2022-10-03,S002,2652,6590,2446,61.1,20,62.0,East,Rainy,Autumn
2022-10-04,S002,2848,6028,2113,49.41,20,50.76,East,Cloudy,Autumn
2022-10-05,S002,2628,4572,2015,55.18,20,55.45,East,Snowy,Autumn
2022-10-06,S002,2690,5904,2005,50.07,20,50.46,East,Cloudy,Autumn
2022-10-07,S002,2782,5332,2406,51.32,20,52.1,East,Cloudy,Autumn
2022-10-08,S002,2905,5616,2445,60.35,20,59.37,East,Cloudy,Autumn
2022-10-09,S002,2741,5406,2616,47.36,20,47.56,East,Cloudy,Autumn
2022-10-10,S002,2846,5982,2028,53.05,20,52.02,East,Sunny,Autumn
2022-10-11,S002,2317,5626,1929,53.95,20,53.14,East,Cloudy,Autumn
2022-10-12,S002,2299,5825,2641,56.02,20,55.62,East,Snowy,Autumn
2022-10-13,S002,2776,5652,2067,66.85,20,66.33,East,Rainy,Autumn
2022-10-14,S002,2804,5390,2112,48.82,20,47.71,East,Cloudy,Autumn
2022-10-15,S002,2365,4255,2400,57.69,20,57.04,East,Sunny,Autumn
2022-10-16,S002,2568,5173,2023,54.17,20,54.63,East,Sunny,Autumn
2022-10-17,S002,2392,5974,2092,58.37,20,57.57,East,Snowy,Autumn
2022-10-18,S002,2919,6276,2369,51.17,20,51.2,East,Rainy,Autumn
2022-10-19,S002,2673,5351,2031,56.36,20,56.09,East,Snowy,Autumn
2022-10-20,S002,2991,5601,2269,55.16,20,56.01,East,Sunny,Autumn
2022-10-21,S002,2225,5261,2352,58.62,20,59.06,East,Cloudy,Autumn
2022-10-22,S002,2577,5680,2250,53.48,20,53.96,East,Cloudy,Autumn
2022-10-23,S002,2740,6551,2240,52.54,20,53.18,East,Snowy,Autumn
2022-10-24,S002,2554,5036,2059,55.39,20,56.19,East,Sunny,Autumn
2022-10-25,S002,2617,5836,2291,47.52,20,47.37,East,Snowy,Autumn
2022-10-26,S002,2738,5283,2309,57.13,20,56.24,East,Cloudy,Autumn
2022-10-27,S002,1925,4981,2645,54.77,20,52.81,East,Sunny,Autumn
2022-10-28,S002,2274,5440,2247,55.43,20,55.58,East,Sunny,Autumn
2022-10-29,S002,2568,5264,2078,61.0,20,61.52,East,Rainy,Autumn
2022-10-30,S002,2417,6563,2069,69.58,20,68.34,East,Cloudy,Autumn
2022-10-31,S002,2858,4680,2487,55.08,20,54.61,East,Rainy,Autumn
2022-11-01,S002,2990,6045,2086,54.23,20,55.53,East,Snowy,Autumn
2022-11-02,S002,1864,5812,1580,52.96,20,53.5,East,Rainy,Autumn
2022-11-03,S002,1865,4520,2078,54.97,20,54.39,East,Sunny,Autumn
2022-11-04,S002,2163,5009,1849,60.71,20,59.27,East,Rainy,Autumn
2022-11-05,S002,3115,6146,2527,57.15,20,57.45,East,Rainy,Autumn
2022-11-06,S002,2372,4815,1893,55.34,20,54.68,East,Cloudy,Autumn
2022-11-07,S002,2869,6037,2201,60.9,20,60.63,East,Cloudy,Autumn
2022-11-08,S002,2876,4771,2089,47.23,20,47.14,East,Cloudy,Autumn
2022-11-09,S002,2650,5495,2217,51.86,20,51.15,East,Sunny,Autumn
2022-11-10,S002,1944,5256,2218,47.3,20,47.07,East,Cloudy,Autumn
2022-11-11,S002,3091,6584,1868,60.11,20,59.99,East,Sunny,Autumn
2022-11-12,S002,2148,5488,2010,51.87,20,52.6,East,Rainy,Autumn
2022-11-13,S002,2244,5368,2487,47.95,20,47.36,East,Sunny,Autumn
2022-11-14,S002,2937,5265,1876,60.32,20,60.02,East,Cloudy,Autumn
2022-11-15,S002,2357,4827,2248,56.72,20,56.81,East,Rainy,Autumn
2022-11-16,S002,2745,4903,2092,49.95,20,50.42,East,Rainy,Autumn
2022-11-17,S002,2684,5536,2124,58.53,20,57.54,East,Cloudy,Autumn
2022-11-18,S002,2336,5120,2244,62.42,20,62.75,East,Snowy,Autumn
2022-11-19,S002,2867,5657,2217,65.53,20,66.32,East,Rainy,Autumn
2022-11-20,S002,2883,5920,2033,55.89,20,55.5,East,Cloudy,Autumn
2022-11-21,S002,3372,7070,2388,47.27,20,47.34,East,Cloudy,Autumn
2022-11-22,S002,3306,5656,2553,46.84,20,46.22,East,Rainy,Autumn
2022-11-23,S002,3330,5425,2251,61.64,20,60.79,East,Cloudy,Autumn
2022-11-24,S002,2512,4465,2108,53.51,20,53.12,East,Sunny,Autumn
2022-11-25,S002,3372,5567,2095,48.82,20,48.57,East,Rainy,Autumn
2022-11-26,S002,3819,6086,2463,57.71,15,56.64,East,Snowy,Autumn
2022-11-27,S002,2581,5629,1889,54.89,20,54.81,East,Cloudy,Autumn
2022-11-28,S002,1942,4463,2403,52.95,20,54.51,East,Cloudy,Autumn
2022-11-29,S002,3242,5747,2215,60.65,20,60.32,East,Sunny,Autumn
2022-11-30,S002,2735,5789,1910,54.87,20,55.36,East,Cloudy,Autumn
2022-12-01,S002,2144,4217,1796,56.95,20,57.3,East,Rainy,Autumn
2022-12-02,S002,3217,5420,2062,55.3,20,55.75,East,Snowy,Autumn
2022-12-03,S002,1733,4826,2056,47.27,20,47.47,East,Rainy,Autumn
2022-12-04,S002,2777,5076,2077,43.69,20,43.89,East,Sunny,Autumn
2022-12-05,S002,2500,4786,2433,62.7,20,62.92,East,Sunny,Autumn
2022-12-06,S002,3067,5678,2334,53.75,20,53.7,East,Cloudy,Autumn
2022-12-07,S002,2320,6119,2316,47.81,20,48.95,East,Snowy,Autumn
2022-12-08,S002,2273,5264,1767,66.38,20,66.05,East,Sunny,Autumn
2022-12-09,S002,2681,5484,2063,57.83,20,58.26,East,Cloudy,Autumn
2022-12-10,S002,2247,5095,2039,54.35,20,54.36,East,Rainy,Autumn
2022-12-11,S002,3343,6965,2311,59.91,20,60.38,East,Snowy,Autumn
2022-12-12,S002,3112,5780,2640,52.75,20,52.94,East,Sunny,Autumn
2022-12-13,S002,2671,6090,2235,51.29,20,50.45,East,Cloudy,Autumn
2022-12-14,S002,2853,5720,1956,61.45,20,63.09,East,Sunny,Autumn
2022-12-15,S002,2315,5463,2363,59.74,20,59.34,East,Cloudy,Autumn
2022-12-16,S002,2656,5612,2300,56.41,20,56.84,East,Sunny,Autumn
2022-12-17,S002,2256,4741,2376,55.31,20,55.67,East,Rainy,Autumn
2022-12-18,S002,3323,5615,2471,56.75,20,56.55,East,Sunny,Autumn
2022-12-19,S002,2251,4541,1845,51.33,20,52.32,East,Sunny,Autumn
2022-12-20,S002,2086,4369,2264,51.6,20,51.72,East,Snowy,Autumn
2022-12-21,S002,2273,4799,2159,61.62,20,61.9,East,Rainy,Winter
2022-12-22,S002,3175,5326,2258,62.77,20,62.91,East,Snowy,Winter
2022-12-23,S002,2316,5248,2475,63.82,20,64.12,East,Cloudy,Winter
2022-12-24,S002,2090,4603,2113,48.4,20,48.43,East,Cloudy,Winter
2022-12-25,S002,3354,6048,2006,49.27,20,48.79,East,Cloudy,Winter
2022-12-26,S002,4069,6402,2270,65.46,20,64.22,East,Rainy,Winter
2022-12-27,S002,3001,5020,2603,48.42,20,50.15,East,Snowy,Winter
2022-12-28,S002,2058,5050,1987,56.59,20,57.03,East,Cloudy,Winter
2022-12-29,S002,2515,5004,1939,50.19,20,50.1,East,Sunny,Winter
2022-12-30,S002,2262,4729,2313,51.7,20,51.57,East,Rainy,Winter
2022-12-31,S002,2333,5166,2572,58.88,20,59.8,East,Cloudy,Winter
2023-01-01,S002,3317,5925,1782,55.42,20,55.89,East,Rainy,Winter
2023-01-02,S002,3258,6409,2048,50.77,20,50.93,East,Snowy,Winter
2023-01-03,S002,1633,4898,2313,49.16,20,48.66,East,Cloudy,Winter
2023-01-04,S002,2342,5636,2156,54.72,20,54.84,East,Cloudy,Winter
2023-01-05,S002,2376,5420,2212,64.76,20,64.76,East,Snowy,Winter
2023-01-06,S002,2448,5131,1745,61.59,20,62.35,East,Cloudy,Winter
2023-01-07,S002,2754,5613,2586,53.77,20,53.42,East,Snowy,Winter
2023-01-08,S002,2637,5071,2129,57.39,20,57.26,East,Sunny,Winter
2023-01-09,S002,2463,5171,1916,61.9,20,60.77,East,Sunny,Winter
2023-01-10,S002,2167,4784,2192,53.24,20,53.74,East,Rainy,Winter
2023-01-11,S002,2053,4426,2083,61.46,20,61.7,East,Sunny,Winter
2023-01-12,S002,3185,6037,2264,54.22,20,53.48,East,Cloudy,Winter
2023-01-13,S002,1950,3542,2194,61.39,20,60.98,East,Cloudy,Winter
2023-01-14,S002,3397,6089,2135,54.96,20,55.64,East,Snowy,Winter
2023-01-15,S002,3540,5679,2381,51.72,20,51.94,East,Rainy,Winter
2023-01-16,S002,2969,5719,2595,46.35,20,45.89,East,Cloudy,Winter
2023-01-17,S002,3253,6251,2154,55.44,20,54.41,East,Snowy,Winter
2023-01-18,S002,3252,6344,2251,55.39,20,56.41,East,Rainy,Winter
2023-01-19,S002,2234,5116,2306,59.68,20,60.64,East,Cloudy,Winter
2023-01-20,S002,2699,5321,2453,51.39,20,52.6,East,Snowy,Winter
2023-01-21,S002,2677,5482,2189,46.1,20,45.79,East,Cloudy,Winter
2023-01-22,S002,2465,5735,2150,52.69,20,53.48,East,Snowy,Winter
2023-01-23,S002,3282,6148,2052,56.14,20,55.94,East,Rainy,Winter
2023-01-24,S002,2969,5901,2069,53.3,20,53.71,East,Cloudy,Winter
2023-01-25,S002,2233,5142,2047,46.43,20,46.11,East,Cloudy,Winter
2023-01-26,S002,3848,6092,2087,53.57,20,53.65,East,Rainy,Winter
2023-01-27,S002,2836,6032,1895,52.78,20,52.93,East,Rainy,Winter
2023-01-28,S002,2687,5590,2105,55.72,20,56.7,East,Sunny,Winter
2023-01-29,S002,2780,6213,1940,60.45,20,60.89,East,Cloudy,Winter
2023-01-30,S002,1829,4844,2096,56.4,20,56.14,East,Cloudy,Winter
2023-01-31,S002,1957,4745,1951,63.65,20,62.93,East,Rainy,Winter
2023-02-01,S002,3049,5301,1795,51.54,20,52.36,East,Rainy,Winter
2023-02-02,S002,2359,4960,2172,57.27,20,57.06,East,Rainy,Winter
2023-02-03,S002,2432,4797,2071,51.06,20,50.29,East,Sunny,Winter
2023-02-04,S002,2839,5995,2202,55.54,20,54.8,East,Snowy,Winter
2023-02-05,S002,2868,6355,2222,53.32,20,53.25,East,Rainy,Winter
2023-02-06,S002,3096,6049,1968,61.92,20,61.9,East,Cloudy,Winter
2023-02-07,S002,2306,5438,2184,56.33,20,57.39,East,Rainy,Winter
2023-02-08,S002,2954,5365,2478,59.98,20,60.68,East,Sunny,Winter
2023-02-09,S002,1994,5102,1966,54.64,20,54.01,East,Rainy,Winter
2023-02-10,S002,3282,6327,2070,59.89,20,61.11,East,Snowy,Winter
2023-02-11,S002,2569,5579,2045,48.81,20,49.19,East,Cloudy,Winter
2023-02-12,S002,2949,6237,2538,58.46,20,56.94,East,Snowy,Winter
2023-02-13,S002,2883,5246,2296,57.02,20,56.4,East,Rainy,Winter
2023-02-14,S002,2936,4574,2121,48.32,20,48.82,East,Rainy,Winter
2023-02-15,S002,2458,6361,2466,59.87,20,59.71,East,Snowy,Winter
2023-02-16,S002,2351,5577,1887,43.45,20,43.73,East,Cloudy,Winter
2023-02-17,S002,2943,4515,1775,52.15,20,52.87,East,Rainy,Winter
2023-02-18,S002,3001,5285,2007,51.38,20,52.0,East,Rainy,Winter
2023-02-19,S002,2407,5480,2514,53.61,20,54.62,East,Rainy,Winter
2023-02-20,S002,2982,5094,2058,51.78,20,51.7,East,Snowy,Winter
2023-02-21,S002,3393,6062,2533,55.97,20,55.8,East,Cloudy,Winter
2023-02-22,S002,2866,6205,2177,64.22,20,64.28,East,Cloudy,Winter
2023-02-23,S002,2635,4983,2389,63.0,20,62.82,East,Snowy,Winter
2023-02-24,S002,3221,5441,2680,57.59,20,58.36,East,Sunny,Winter
2023-02-25,S002,2943,5592,2488,46.73,20,46.62,East,Snowy,Winter
2023-02-26,S002,2055,4434,1627,59.66,20,58.94,East,Snowy,Winter
2023-02-27,S002,2605,4390,2399,40.8,20,41.13,East,Rainy,Winter
2023-02-28,S002,2433,4869,1963,62.81,20,63.86,East,Snowy,Winter
2023-03-01,S002,2750,5294,2614,45.09,20,44.75,East,Sunny,Winter
2023-03-02,S002,2883,5588,2526,46.78,20,46.79,East,Sunny,Winter
2023-03-03,S002,3615,6053,1897,66.79,20,67.27,East,Snowy,Winter
2023-03-04,S002,2913,6186,2070,54.93,20,54.74,East,Cloudy,Winter
2023-03-05,S002,2931,4884,2250,60.82,20,62.53,East,Rainy,Winter
2023-03-06,S002,3063,5764,2132,62.74,20,63.15,East,Rainy,Winter
2023-03-07,S002,2604,5685,2352,61.82,20,61.47,East,Sunny,Winter
2023-03-08,S002,2700,5751,2371,55.03,20,55.51,East,Cloudy,Winter
2023-03-09,S002,3163,5503,2195,52.9,20,52.83,East,Rainy,Winter
2023-03-10,S002,2360,6427,2552,52.57,20,52.93,East,Sunny,Winter
2023-03-11,S002,1955,5288,2367,54.78,20,56.28,East,Cloudy,Winter
2023-03-12,S002,2788,5146,2238,46.16,20,45.96,East,Rainy,Winter
2023-03-13,S002,2895,6217,2044,57.09,20,57.25,East,Rainy,Winter
2023-03-14,S002,2672,5054,2513,48.08,20,48.25,East,Cloudy,Winter
2023-03-15,S002,1746,4540,2145,61.38,20,63.52,East,Cloudy,Winter
2023-03-16,S002,3345,6360,2675,53.53,20,53.01,East,Sunny,Winter
2023-03-17,S002,2528,5618,2147,59.08,20,59.46,East,Sunny,Winter
2023-03-18,S002,3484,6682,2502,63.9,20,64.34,East,Sunny,Winter
2023-03-19,S002,3333,5491,2088,55.67,20,55.61,East,Cloudy,Winter
2023-03-20,S002,2317,6377,2097,61.1,20,61.09,East,Cloudy,Winter
2023-03-21,S002,2614,5413,2599,44.03,20,45.41,East,Rainy,Spring
2023-03-22,S002,3049,5654,1961,59.59,20,61.28,East,Snowy,Spring
2023-03-23,S002,2350,5297,2217,63.47,20,65.05,East,Rainy,Spring
2023-03-24,S002,2551,5332,2188,45.66,20,46.6,East,Rainy,Spring
2023-03-25,S002,2829,5198,2206,54.24,20,53.55,East,Cloudy,Spring
2023-03-26,S002,2712,5414,2174,59.79,20,60.21,East,Rainy,Spring
2023-03-27,S002,2580,4879,1909,54.26,20,54.24,East,Sunny,Spring
2023-03-28,S002,3065,5519,2388,59.69,20,58.87,East,Sunny,Spring
2023-03-29,S002,2401,4922,1850,46.7,20,46.29,East,Snowy,Spring
2023-03-30,S002,2549,4798,1941,65.04,20,66.07,East,Sunny,Spring
2023-03-31,S002,3487,6588,2208,56.19,20,56.28,East,Snowy,Spring
2023-04-01,S002,2614,4772,2290,63.26,20,64.11,East,Sunny,Spring
2023-04-02,S002,2585,5445,2178,53.53,20,53.79,East,Rainy,Spring
2023-04-03,S002,1941,4680,2496,53.92,20,54.71,East,Cloudy,Spring
2023-04-04,S002,3032,5628,2092,48.53,20,47.81,East,Snowy,Spring
2023-04-05,S002,2754,5891,2566,58.4,20,58.47,East,Cloudy,Spring
2023-04-06,S002,2938,4874,2226,52.62,20,52.39,East,Sunny,Spring
2023-04-07,S002,3314,6429,1985,58.75,20,59.49,East,Rainy,Spring
2023-04-08,S002,2611,5693,2589,51.69,20,51.73,East,Rainy,Spring
2023-04-09,S002,3257,6739,1976,48.46,20,47.85,East,Cloudy,Spring
2023-04-10,S002,2634,5112,2686,59.13,20,58.87,East,Snowy,Spring
2023-04-11,S002,2200,4980,2355,55.74,20,57.07,East,Sunny,Spring
2023-04-12,S002,3375,6227,2550,58.91,20,59.15,East,Cloudy,Spring
2023-04-13,S002,2499,5054,2860,54.08,20,53.06,East,Sunny,Spring
2023-04-14,S002,2227,4731,2172,53.71,20,54.09,East,Sunny,Spring
2023-04-15,S002,3163,5764,2236,54.6,20,55.2,East,Snowy,Spring
2023-04-16,S002,2208,4391,2247,52.51,20,52.06,East,Rainy,Spring
2023-04-17,S002,2900,6153,2762,50.57,20,49.72,East,Cloudy,Spring
2023-04-18,S002,3250,5271,2130,57.04,20,56.85,East,Snowy,Spring
2023-04-19,S002,2658,5350,2220,63.71,20,64.56,East,Rainy,Spring
2023-04-20,S002,1825,4819,2259,57.71,20,58.06,East,Snowy,Spring
2023-04-21,S002,3370,6478,2193,56.97,20,56.16,East,Cloudy,Spring
2023-04-22,S002,2346,5323,2471,67.11,20,67.86,East,Sunny,Spring
2023-04-23,S002,2326,4960,2798,46.73,20,48.88,East,Cloudy,Spring
2023-04-24,S002,3021,6033,2619,64.71,20,64.85,East,Rainy,Spring
2023-04-25,S002,3549,5368,2197,55.88,20,55.94,East,Rainy,Spring
2023-04-26,S002,3346,6203,2021,54.36,20,54.65,East,Snowy,Spring
2023-04-27,S002,3298,5041,1921,53.86,20,54.55,East,Rainy,Spring
2023-04-28,S002,2987,6337,1904,56.23,20,56.49,East,Snowy,Spring
2023-04-29,S002,3279,6035,1787,50.64,20,51.0,East,Rainy,Spring
2023-04-30,S002,2630,5443,2465,55.8,20,56.31,East,Cloudy,Spring
2023-05-01,S002,2812,6113,1870,60.32,20,59.29,East,Cloudy,Spring
2023-05-02,S002,2284,4647,2342,59.81,20,61.42,East,Cloudy,Spring
2023-05-03,S002,2865,5505,2236,48.33,20,48.73,East,Rainy,Spring
2023-05-04,S002,2477,5024,2147,58.41,20,58.32,East,Snowy,Spring
2023-05-05,S002,2265,4891,2089,54.92,20,56.02,East,Rainy,Spring
2023-05-06,S002,2562,5453,2599,63.45,20,64.05,East,Rainy,Spring
2023-05-07,S002,2099,4446,1934,58.83,20,60.4,East,Sunny,Spring
2023-05-08,S002,2709,5609,2095,46.81,20,45.7,East,Snowy,Spring
2023-05-09,S002,2557,5015,2183,62.55,20,62.82,East,Sunny,Spring
2023-05-10,S002,2837,5656,2297,60.37,20,61.0,East,Sunny,Spring
2023-05-11,S002,3129,6848,2147,48.42,20,49.06,East,Sunny,Spring
2023-05-12,S002,2851,5708,2307,65.2,20,65.38,East,Snowy,Spring
2023-05-13,S002,1942,4019,1997,59.59,20,60.71,East,Snowy,Spring
2023-05-14,S002,2435,5517,1977,62.26,20,63.38,East,Cloudy,Spring
2023-05-15,S002,3057,6015,2083,55.41,20,55.64,East,Cloudy,Spring
2023-05-16,S002,3070,5428,2592,50.94,20,51.57,East,Sunny,Spring
2023-05-17,S002,2730,5109,2631,60.25,20,60.02,East,Cloudy,Spring
2023-05-18,S002,3896,6153,1857,47.56,20,47.24,East,Sunny,Spring
2023-05-19,S002,2056,4865,2165,56.52,20,56.2,East,Snowy,Spring
2023-05-20,S002,3290,5868,2204,63.99,20,63.92,East,Rainy,Spring
2023-05-21,S002,2364,4667,2223,54.04,20,53.55,East,Snowy,Spring
2023-05-22,S002,3160,5201,2330,49.58,20,49.68,East,Cloudy,Spring
2023-05-23,S002,2180,6011,2148,50.95,20,50.76,East,Rainy,Spring
2023-05-24,S002,3107,4977,2432,50.96,20,51.18,East,Sunny,Spring
2023-05-25,S002,2845,5581,2370,52.72,20,53.8,East,Snowy,Spring
2023-05-26,S002,2566,5398,2350,58.77,15,59.6,East,Sunny,Spring
2022-01-01,S003,3208,6115,2202,70.66,20,70.58,South,Cloudy,Winter
2022-01-02,S003,2236,5360,2153,62.44,20,62.33,South,Cloudy,Winter
2022-01-03,S003,3596,6128,1988,62.69,20,62.81,South,Cloudy,Winter
2022-01-04,S003,2953,5592,2221,51.61,20,51.88,South,Rainy,Winter
2022-01-05,S003,2198,5662,2093,54.69,20,54.8,South,Snowy,Winter
2022-01-06,S003,2526,5443,2065,49.1,20,48.1,South,Cloudy,Winter
2022-01-07,S003,1835,4945,2466,55.79,20,55.69,South,Rainy,Winter
2022-01-08,S003,2892,5355,1326,53.7,20,53.86,South,Snowy,Winter
