Date,Product ID,Category,Units Sold,Inventory Level,Units Ordered,Price,Discount,Seasonality
2022-03-01,P0010,Toys,592,1425,454,74.56,20,Winter
2022-03-02,P0010,Toys,621,1542,607,47.66,20,Winter
2022-03-03,P0010,Toys,683,936,587,47.91,10,Winter
2022-03-04,P0010,Toys,550,977,635,50.4,20,Winter
2022-03-05,P0010,Toys,451,860,507,44.25,20,Winter
2022-03-06,P0010,Toys,313,1206,506,58.69,20,Winter
2022-03-07,P0010,Toys,831,1923,477,56.05,20,Winter
2022-03-08,P0010,Toys,1052,1457,543,55.59,15,Winter
2022-03-09,P0010,Toys,740,1188,565,50.69,20,Winter
2022-03-10,P0010,Toys,426,1415,559,43.79,15,Winter
2022-03-11,P0010,Toys,761,1385,702,75.64,20,Winter
2022-03-12,P0010,Toys,717,1492,595,61.11,20,Winter
2022-03-13,P0010,Toys,627,1668,602,65.96,15,Winter
2022-03-14,P0010,Toys,658,1399,446,35.34,20,Winter
2022-03-15,P0010,Toys,475,1706,810,82.66,20,Winter
2022-03-16,P0010,Toys,275,549,371,54.21,20,Winter
2022-03-17,P0010,Toys,330,1187,686,52.93,20,Winter
2022-03-18,P0010,Toys,1082,1751,487,60.32,20,Winter
2022-03-19,P0010,Toys,1327,1749,604,41.77,20,Winter
2022-03-20,P0010,Toys,772,1691,715,67.12,15,Winter
2022-03-21,P0010,Toys,862,1079,436,59.33,20,Spring
2022-03-22,P0010,Toys,671,1184,408,70.52,20,Spring
2022-03-23,P0010,Toys,854,1257,462,52.05,20,Spring
2022-03-24,P0010,Toys,498,785,670,84.18,10,Spring
2022-03-25,P0010,Toys,930,1541,696,51.88,20,Spring
2022-03-26,P0010,Toys,756,1264,594,63.03,15,Spring
2022-03-27,P0010,Toys,703,1058,591,43.29,15,Spring
2022-03-28,P0010,Toys,153,870,711,50.72,20,Spring
2022-03-29,P0010,Toys,955,1310,594,60.28,10,Spring
2022-03-30,P0010,Toys,588,1521,548,35.27,15,Spring
2022-03-31,P0010,Toys,296,856,498,76.64,20,Spring
2022-04-01,P0010,Toys,683,1288,564,54.78,20,Spring
2022-04-02,P0010,Toys,471,1297,763,32.22,20,Spring
2022-04-03,P0010,Toys,708,1169,689,43.83,20,Spring
2022-04-04,P0010,Toys,652,1578,700,46.92,20,Spring
2022-04-05,P0010,Toys,1038,1554,515,45.37,20,Spring
2022-04-06,P0010,Toys,442,1335,782,42.56,10,Spring
2022-04-07,P0010,Toys,912,1481,355,69.99,20,Spring
2022-04-08,P0010,Toys,615,1161,554,56.83,15,Spring
2022-04-09,P0010,Toys,716,1333,607,41.62,20,Spring
2022-04-10,P0010,Toys,937,1512,600,56.6,20,Spring
2022-04-11,P0010,Toys,648,1352,740,60.31,15,Spring
2022-04-12,P0010,Toys,632,1221,849,51.03,20,Spring
2022-04-13,P0010,Toys,704,1371,299,49.74,20,Spring
2022-04-14,P0010,Toys,794,1610,457,49.9,20,Spring
2022-04-15,P0010,Toys,615,1520,578,54.11,20,Spring
2022-04-16,P0010,Toys,415,1050,648,53.13,15,Spring
2022-04-17,P0010,Toys,1023,1634,427,51.18,20,Spring
2022-04-18,P0010,Toys,1330,1942,583,71.21,15,Spring
2022-04-19,P0010,Toys,587,1183,368,50.98,20,Spring
2022-04-20,P0010,Toys,691,1640,411,59.48,20,Spring
2022-04-21,P0010,Toys,557,1191,342,62.21,15,Spring
2022-04-22,P0010,Toys,489,1441,344,51.55,20,Spring
2022-04-23,P0010,Toys,581,1492,543,80.38,20,Spring
2022-04-24,P0010,Toys,445,777,601,50.75,15,Spring
2022-04-25,P0010,Toys,377,1052,433,66.51,20,Spring
2022-04-26,P0010,Toys,659,1110,508,57.28,15,Spring
2022-04-27,P0010,Toys,515,1347,608,49.04,20,Spring
2022-04-28,P0010,Toys,300,1046,593,73.09,20,Spring
2022-04-29,P0010,Toys,526,1681,469,73.37,15,Spring
2022-04-30,P0010,Toys,669,1790,552,57.54,20,Spring
2022-05-01,P0010,Toys,644,1221,560,72.24,20,Spring
2022-05-02,P0010,Toys,756,1570,573,62.47,10,Spring
2022-05-03,P0010,Toys,825,1524,851,51.13,10,Spring
2022-05-04,P0010,Toys,961,1341,374,56.84,20,Spring
2022-05-05,P0010,Toys,440,1403,531,70.24,20,Spring
2022-05-06,P0010,Toys,521,1238,481,52.64,15,Spring
2022-05-07,P0010,Toys,814,1247,496,47.56,15,Spring
2022-05-08,P0010,Toys,479,1401,552,45.13,15,Spring
2022-05-09,P0010,Toys,544,1150,569,35.51,15,Spring
2022-05-10,P0010,Toys,982,1441,577,66.38,20,Spring
2022-05-11,P0010,Toys,341,1040,567,71.87,20,Spring
2022-05-12,P0010,Toys,1032,1444,731,52.92,20,Spring
2022-05-13,P0010,Toys,433,1134,623,43.65,15,Spring
2022-05-14,P0010,Toys,737,1383,533,50.1,20,Spring
2022-05-15,P0010,Toys,674,1116,597,49.26,15,Spring
2022-05-16,P0010,Toys,449,735,364,42.7,20,Spring
2022-05-17,P0010,Toys,833,1047,497,39.93,20,Spring
2022-05-18,P0010,Toys,969,1249,537,49.84,15,Spring
2022-05-19,P0010,Toys,624,1260,634,47.35,15,Spring
2022-05-20,P0010,Toys,556,1384,465,38.64,15,Spring
2022-05-21,P0010,Toys,879,1389,458,58.49,20,Spring
2022-05-22,P0010,Toys,427,1455,457,54.84,20,Spring
2022-05-23,P0010,Toys,631,1974,761,54.19,15,Spring
2022-05-24,P0010,Toys,1373,1785,509,47.18,20,Spring
2022-05-25,P0010,Toys,454,1208,726,57.74,15,Spring
2022-05-26,P0010,Toys,905,1534,435,44.73,20,Spring
2022-05-27,P0010,Toys,846,2060,363,43.75,20,Spring
2022-05-28,P0010,Toys,736,1628,460,51.03,20,Spring
2022-05-29,P0010,Toys,693,1147,371,56.74,10,Spring
2022-05-30,P0010,Toys,317,757,616,42.83,20,Spring
2022-05-31,P0010,Toys,465,1414,575,64.36,20,Spring
2022-06-01,P0010,Toys,502,817,655,62.04,20,Spring
2022-06-02,P0010,Toys,262,1129,602,47.16,20,Spring
2022-06-03,P0010,Toys,500,1999,589,48.99,20,Spring
2022-06-04,P0010,Toys,458,1259,719,62.27,20,Spring
2022-06-05,P0010,Toys,973,1516,638,62.28,20,Spring
2022-06-06,P0010,Toys,876,1638,642,65.05,5,Spring
2022-06-07,P0010,Toys,690,1281,534,47.12,15,Spring
2022-06-08,P0010,Toys,662,1608,790,67.04,15,Spring
2022-06-09,P0010,Toys,797,1526,706,76.62,15,Spring
2022-06-10,P0010,Toys,767,1433,653,64.56,20,Spring
2022-06-11,P0010,Toys,568,1493,578,75.84,15,Spring
2022-06-12,P0010,Toys,255,1479,585,68.36,15,Spring
2022-06-13,P0010,Toys,849,1661,602,63.4,5,Spring
2022-06-14,P0010,Toys,524,1348,488,67.51,20,Spring
2022-06-15,P0010,Toys,1144,1803,536,50.39,20,Spring
2022-06-16,P0010,Toys,874,1615,607,45.58,20,Spring
2022-06-17,P0010,Toys,389,1376,462,36.56,20,Spring
2022-06-18,P0010,Toys,827,1496,564,48.8,20,Spring
2022-06-19,P0010,Toys,655,1294,421,67.28,20,Spring
2022-06-20,P0010,Toys,1036,1722,666,61.04,20,Spring
2022-06-21,P0010,Toys,946,1414,490,76.21,20,Summer
2022-06-22,P0010,Toys,847,1629,760,50.09,20,Summer
2022-06-23,P0010,Toys,666,1369,664,67.69,20,Summer
2022-06-24,P0010,Toys,453,739,567,48.2,20,Summer
2022-06-25,P0010,Toys,666,1809,642,53.03,20,Summer
2022-06-26,P0010,Toys,767,1598,463,57.63,20,Summer
2022-06-27,P0010,Toys,869,1494,468,34.32,20,Summer
2022-06-28,P0010,Toys,656,1351,698,74.11,15,Summer
2022-06-29,P0010,Toys,583,1076,576,58.35,10,Summer
2022-06-30,P0010,Toys,798,1765,591,57.37,20,Summer
2022-07-01,P0010,Toys,654,1372,532,79.75,20,Summer
2022-07-02,P0010,Toys,445,958,388,60.87,10,Summer
2022-07-03,P0010,Toys,630,1363,455,53.03,20,Summer
2022-07-04,P0010,Toys,1040,1644,305,65.48,20,Summer
2022-07-05,P0010,Toys,395,1102,508,62.3,10,Summer
2022-07-06,P0010,Toys,792,1468,429,64.65,10,Summer
2022-07-07,P0010,Toys,779,1175,805,33.93,20,Summer
2022-07-08,P0010,Toys,819,1601,850,55.61,20,Summer
2022-07-09,P0010,Toys,406,845,591,43.46,20,Summer
2022-07-10,P0010,Toys,415,1769,470,64.42,15,Summer
2022-07-11,P0010,Toys,566,1778,771,62.66,15,Summer
2022-07-12,P0010,Toys,440,864,636,55.56,20,Summer
2022-07-13,P0010,Toys,449,1047,838,82.51,20,Summer
2022-07-14,P0010,Toys,473,1294,518,48.36,20,Summer
2022-07-15,P0010,Toys,484,1225,519,46.02,20,Summer
2022-07-16,P0010,Toys,477,1643,499,61.41,20,Summer
2022-07-17,P0010,Toys,893,1511,365,48.26,20,Summer
2022-07-18,P0010,Toys,1199,1653,352,45.95,10,Summer
2022-07-19,P0010,Toys,424,1810,651,53.2,10,Summer
2022-07-20,P0010,Toys,738,1649,531,60.32,20,Summer
2022-07-21,P0010,Toys,812,1294,466,53.83,20,Summer
2022-07-22,P0010,Toys,718,1143,661,66.01,20,Summer
2022-07-23,P0010,Toys,646,1588,514,54.14,20,Summer
2022-07-24,P0010,Toys,554,1760,352,59.96,20,Summer
2022-07-25,P0010,Toys,729,1635,314,44.75,20,Summer
2022-07-26,P0010,Toys,274,1030,798,50.59,20,Summer
2022-07-27,P0010,Toys,819,1327,593,57.31,20,Summer
2022-07-28,P0010,Toys,640,1158,406,51.09,20,Summer
2022-07-29,P0010,Toys,1193,1781,455,60.5,20,Summer
2022-07-30,P0010,Toys,877,1743,708,32.96,10,Summer
2022-07-31,P0010,Toys,426,1004,617,66.11,15,Summer
2022-08-01,P0010,Toys,239,1058,590,69.73,15,Summer
2022-08-02,P0010,Toys,1223,1597,468,78.23,20,Summer
2022-08-03,P0010,Toys,414,1138,451,57.21,20,Summer
2022-08-04,P0010,Toys,631,1558,452,50.71,20,Summer
2022-08-05,P0010,Toys,1134,1739,600,55.55,20,Summer
2022-08-06,P0010,Toys,991,1689,580,37.54,10,Summer
2022-08-07,P0010,Toys,907,1713,402,59.26,20,Summer
2022-08-08,P0010,Toys,724,1674,686,41.83,20,Summer
2022-08-09,P0010,Toys,507,1445,746,54.44,20,Summer
2022-08-10,P0010,Toys,917,1594,610,48.46,20,Summer
2022-08-11,P0010,Toys,466,1323,630,37.16,15,Summer
2022-08-12,P0010,Toys,931,1527,583,74.1,20,Summer
2022-08-13,P0010,Toys,954,1509,534,41.12,20,Summer
2022-08-14,P0010,Toys,1062,1466,518,61.49,15,Summer
2022-08-15,P0010,Toys,325,915,602,45.22,15,Summer
2022-08-16,P0010,Toys,711,1282,542,66.29,20,Summer
2022-08-17,P0010,Toys,968,1339,442,66.1,15,Summer
2022-08-18,P0010,Toys,1168,1508,499,66.08,20,Summer
2022-08-19,P0010,Toys,571,1703,599,35.19,20,Summer
2022-08-20,P0010,Toys,732,1438,439,59.28,15,Summer
2022-08-21,P0010,Toys,464,1336,366,63.29,15,Summer
2022-08-22,P0010,Toys,525,918,761,60.9,20,Summer
2022-08-23,P0010,Toys,319,965,652,59.21,20,Summer
2022-08-24,P0010,Toys,1087,1869,565,68.59,20,Summer
2022-08-25,P0010,Toys,501,896,475,70.61,20,Summer
2022-08-26,P0010,Toys,976,1528,408,38.06,20,Summer
2022-08-27,P0010,Toys,734,1161,567,45.7,20,Summer
2022-08-28,P0010,Toys,1512,2194,422,31.35,20,Summer
2022-08-29,P0010,Toys,501,1331,454,57.3,20,Summer
2022-08-30,P0010,Toys,922,1393,726,47.59,15,Summer
2022-08-31,P0010,Toys,462,1080,750,40.87,15,Summer
2022-09-01,P0010,Toys,658,1174,581,54.77,20,Summer
2022-09-02,P0010,Toys,744,1428,526,49.28,20,Summer
2022-09-03,P0010,Toys,671,1365,622,50.07,10,Summer
2022-09-04,P0010,Toys,1013,1651,466,61.22,15,Summer
2022-09-05,P0010,Toys,690,1318,351,60.14,15,Summer
2022-09-06,P0010,Toys,518,1203,467,38.4,15,Summer
2022-09-07,P0010,Toys,1023,1336,627,66.57,20,Summer
2022-09-08,P0010,Toys,595,912,589,52.21,20,Summer
2022-09-09,P0010,Toys,733,1189,684,57.69,20,Summer
2022-09-10,P0010,Toys,730,1222,310,56.35,20,Summer
2022-09-11,P0010,Toys,856,1444,544,76.65,20,Summer
2022-09-12,P0010,Toys,492,1350,557,54.44,20,Summer
2022-09-13,P0010,Toys,739,1249,514,42.89,20,Summer
2022-09-14,P0010,Toys,387,1028,586,48.3,15,Summer
2022-09-15,P0010,Toys,541,1637,720,55.72,20,Summer
2022-09-16,P0010,Toys,807,1333,529,39.09,15,Summer
2022-09-17,P0010,Toys,441,1380,375,49.02,20,Summer
2022-09-18,P0010,Toys,1477,2228,422,37.12,20,Summer
2022-09-19,P0010,Toys,649,1465,702,51.12,15,Summer
2022-09-20,P0010,Toys,591,1316,592,65.48,20,Summer
2022-09-21,P0010,Toys,618,1534,709,67.79,10,Autumn
2022-09-22,P0010,Toys,278,1758,811,55.01,20,Autumn
2022-09-23,P0010,Toys,1129,1647,481,60.31,20,Autumn
2022-09-24,P0010,Toys,1174,1619,492,60.19,20,Autumn
2022-09-25,P0010,Toys,1301,2003,374,35.1,20,Autumn
2022-09-26,P0010,Toys,518,1245,586,39.17,20,Autumn
2022-09-27,P0010,Toys,588,1463,660,42.08,20,Autumn
2022-09-28,P0010,Toys,284,1044,421,60.87,20,Autumn
2022-09-29,P0010,Toys,1421,1931,360,54.63,15,Autumn
2022-09-30,P0010,Toys,970,1656,637,38.9,15,Autumn
2022-10-01,P0010,Toys,937,1984,381,52.24,20,Autumn
2022-10-02,P0010,Toys,1013,1821,423,48.77,15,Autumn
2022-10-03,P0010,Toys,713,1346,725,75.07,20,Autumn
2022-10-04,P0010,Toys,1112,1658,676,58.06,20,Autumn
2022-10-05,P0010,Toys,945,1283,280,42.7,20,Autumn
2022-10-06,P0010,Toys,937,1514,438,60.23,15,Autumn
2022-10-07,P0010,Toys,1033,1681,712,46.99,20,Autumn
2022-10-08,P0010,Toys,718,1331,594,47.52,20,Autumn
2022-10-09,P0010,Toys,574,1090,483,61.6,20,Autumn
2022-10-10,P0010,Toys,607,1756,657,66.62,15,Autumn
2022-10-11,P0010,Toys,521,1527,504,35.8,20,Autumn
2022-10-12,P0010,Toys,697,1146,411,66.21,20,Autumn
2022-10-13,P0010,Toys,693,1658,724,65.36,15,Autumn
2022-10-14,P0010,Toys,648,1271,326,52.86,20,Autumn
2022-10-15,P0010,Toys,265,679,235,53.58,20,Autumn
2022-10-16,P0010,Toys,748,970,638,45.89,20,Autumn
2022-10-17,P0010,Toys,1012,1946,528,74.35,20,Autumn
2022-10-18,P0010,Toys,456,1200,531,60.58,10,Autumn
2022-10-19,P0010,Toys,1002,1938,769,66.08,20,Autumn
2022-10-20,P0010,Toys,865,1339,424,44.71,15,Autumn
2022-10-21,P0010,Toys,359,1130,567,55.27,20,Autumn
2022-10-22,P0010,Toys,631,1490,551,36.28,20,Autumn
2022-10-23,P0010,Toys,687,1176,693,45.94,20,Autumn
2022-10-24,P0010,Toys,511,832,643,60.37,20,Autumn
2022-10-25,P0010,Toys,554,1003,495,65.09,20,Autumn
2022-10-26,P0010,Toys,642,1082,544,66.36,15,Autumn
2022-10-27,P0010,Toys,396,1338,620,60.86,20,Autumn
2022-10-28,P0010,Toys,467,1193,430,58.8,20,Autumn
2022-10-29,P0010,Toys,308,1163,542,40.09,20,Autumn
2022-10-30,P0010,Toys,662,1031,627,52.59,20,Autumn
2022-10-31,P0010,Toys,661,1549,697,62.55,20,Autumn
2022-11-01,P0010,Toys,789,1109,573,40.39,20,Autumn
2022-11-02,P0010,Toys,600,1133,638,44.38,20,Autumn
2022-11-03,P0010,Toys,402,1140,570,29.71,15,Autumn
2022-11-04,P0010,Toys,1049,1808,752,64.0,15,Autumn
2022-11-05,P0010,Toys,949,1785,334,41.47,15,Autumn
2022-11-06,P0010,Toys,530,998,658,56.1,20,Autumn
2022-11-07,P0010,Toys,527,1449,449,62.4,20,Autumn
2022-11-08,P0010,Toys,786,1702,853,60.64,15,Autumn
2022-11-09,P0010,Toys,924,1202,483,53.92,20,Autumn
2022-11-10,P0010,Toys,493,1263,555,71.38,20,Autumn
2022-11-11,P0010,Toys,569,973,391,53.48,20,Autumn
2022-11-12,P0010,Toys,712,1560,444,51.42,15,Autumn
2022-11-13,P0010,Toys,578,1071,493,45.57,15,Autumn
2022-11-14,P0010,Toys,219,910,631,60.21,20,Autumn
2022-11-15,P0010,Toys,371,1632,472,76.21,15,Autumn
2022-11-16,P0010,Toys,668,1804,634,54.82,20,Autumn
2022-11-17,P0010,Toys,659,1537,337,59.84,20,Autumn
2022-11-18,P0010,Toys,300,1454,761,42.34,20,Autumn
2022-11-19,P0010,Toys,412,1567,499,60.41,20,Autumn
2022-11-20,P0010,Toys,757,1153,748,40.55,20,Autumn
2022-11-21,P0010,Toys,1246,1870,576,65.59,15,Autumn
2022-11-22,P0010,Toys,441,1577,715,57.39,20,Autumn
2022-11-23,P0010,Toys,644,1222,465,63.3,20,Autumn
2022-11-24,P0010,Toys,596,1354,514,66.62,20,Autumn
2022-11-25,P0010,Toys,727,1441,475,66.31,20,Autumn
2022-11-26,P0010,Toys,1227,1511,571,74.18,15,Autumn
2022-11-27,P0010,Toys,1193,2020,388,57.79,15,Autumn
2022-11-28,P0010,Toys,249,1083,391,43.55,20,Autumn
2022-11-29,P0010,Toys,605,1463,558,67.29,20,Autumn
2022-11-30,P0010,Toys,735,1206,467,58.88,20,Autumn
2022-12-01,P0010,Toys,1036,1390,734,74.09,20,Autumn
2022-12-02,P0010,Toys,1014,1457,708,51.69,20,Autumn
2022-12-03,P0010,Toys,519,979,461,42.52,15,Autumn
2022-12-04,P0010,Toys,506,1110,747,31.73,15,Autumn
2022-12-05,P0010,Toys,891,1839,521,79.84,15,Autumn
2022-12-06,P0010,Toys,498,1181,717,46.35,20,Autumn
2022-12-07,P0010,Toys,754,1181,627,46.54,15,Autumn
2022-12-08,P0010,Toys,579,836,393,52.02,20,Autumn
2022-12-09,P0010,Toys,449,1226,618,61.4,20,Autumn
2022-12-10,P0010,Toys,599,1186,735,90.37,20,Autumn
2022-12-11,P0010,Toys,822,1753,483,59.95,20,Autumn
2022-12-12,P0010,Toys,838,1652,443,42.68,10,Autumn
2022-12-13,P0010,Toys,562,987,337,47.26,20,Autumn
2022-12-14,P0010,Toys,736,1432,430,39.08,20,Autumn
2022-12-15,P0010,Toys,261,1220,418,47.56,15,Autumn
2022-12-16,P0010,Toys,563,1232,308,53.63,20,Autumn
2022-12-17,P0010,Toys,115,919,605,39.43,20,Autumn
2022-12-18,P0010,Toys,484,1393,333,47.6,20,Autumn
2022-12-19,P0010,Toys,538,1827,772,53.69,20,Autumn
2022-12-20,P0010,Toys,829,1259,487,56.53,20,Autumn
2022-12-21,P0010,Toys,365,1215,597,49.53,15,Winter
2022-12-22,P0010,Toys,953,1459,583,59.46,20,Winter
2022-12-23,P0010,Toys,469,1097,542,57.2,20,Winter
2022-12-24,P0010,Toys,984,1947,549,55.64,15,Winter
2022-12-25,P0010,Toys,494,1212,690,62.89,20,Winter
2022-12-26,P0010,Toys,787,1442,487,46.84,15,Winter
2022-12-27,P0010,Toys,207,973,402,36.32,10,Winter
2022-12-28,P0010,Toys,856,1444,471,63.37,20,Winter
2022-12-29,P0010,Toys,375,1630,667,61.53,20,Winter
2022-12-30,P0010,Toys,511,1150,476,60.32,20,Winter
2022-12-31,P0010,Toys,909,1616,545,60.4,15,Winter
2023-01-01,P0010,Toys,631,1352,706,61.24,15,Winter
2023-01-02,P0010,Toys,681,1667,525,84.07,20,Winter
2023-01-03,P0010,Toys,1380,1527,701,77.1,15,Winter
2023-01-04,P0010,Toys,639,1388,631,81.21,15,Winter
2023-01-05,P0010,Toys,946,1642,733,61.35,15,Winter
2023-01-06,P0010,Toys,592,1195,663,85.22,20,Winter
2023-01-07,P0010,Toys,925,1248,439,38.32,15,Winter
2023-01-08,P0010,Toys,717,1168,659,47.07,20,Winter
2023-01-09,P0010,Toys,685,1380,630,74.86,20,Winter
2023-01-10,P0010,Toys,328,1044,620,54.39,20,Winter
2023-01-11,P0010,Toys,898,1652,516,64.45,15,Winter
2023-01-12,P0010,Toys,660,1229,618,56.76,20,Winter
2023-01-13,P0010,Toys,563,2094,524,63.53,20,Winter
2023-01-14,P0010,Toys,1193,1540,704,43.06,20,Winter
2023-01-15,P0010,Toys,357,872,818,68.4,15,Winter
2023-01-16,P0010,Toys,528,1100,473,46.16,15,Winter
2023-01-17,P0010,Toys,1306,1841,383,56.73,20,Winter
2023-01-18,P0010,Toys,833,1640,685,61.34,20,Winter
2023-01-19,P0010,Toys,464,1130,692,40.86,20,Winter
2023-01-20,P0010,Toys,417,1306,513,55.67,20,Winter
2023-01-21,P0010,Toys,865,1350,435,43.85,20,Winter
2023-01-22,P0010,Toys,1036,1324,450,52.91,20,Winter
2023-01-23,P0010,Toys,1180,1563,336,64.82,15,Winter
2023-01-24,P0010,Toys,692,1991,465,47.67,20,Winter
2023-01-25,P0010,Toys,565,1210,623,28.21,20,Winter
2023-01-26,P0010,Toys,689,1256,523,57.12,10,Winter
2023-01-27,P0010,Toys,905,1615,423,23.77,15,Winter
2023-01-28,P0010,Toys,393,1031,699,32.31,20,Winter
2023-01-29,P0010,Toys,918,1762,311,71.18,20,Winter
2023-01-30,P0010,Toys,989,1406,619,45.53,20,Winter
2023-01-31,P0010,Toys,775,1518,731,62.21,20,Winter
2023-02-01,P0010,Toys,950,1465,454,77.28,20,Winter
2023-02-02,P0010,Toys,222,914,685,37.41,20,Winter
2023-02-03,P0010,Toys,712,1401,543,64.89,10,Winter
2023-02-04,P0010,Toys,582,1642,611,54.05,20,Winter
2023-02-05,P0010,Toys,625,1144,464,67.49,20,Winter
2023-02-06,P0010,Toys,877,1474,474,67.04,20,Winter
2023-02-07,P0010,Toys,398,981,559,56.3,20,Winter
2023-02-08,P0010,Toys,856,1523,479,69.59,20,Winter
2023-02-09,P0010,Toys,488,1255,449,34.36,20,Winter
2023-02-10,P0010,Toys,718,1447,595,45.68,15,Winter
2023-02-11,P0010,Toys,534,1615,489,47.83,20,Winter
2023-02-12,P0010,Toys,1068,1712,763,40.4,20,Winter
2023-02-13,P0010,Toys,462,1276,560,60.11,15,Winter
2023-02-14,P0010,Toys,780,951,471,66.94,20,Winter
2023-02-15,P0010,Toys,975,1563,400,54.23,20,Winter
2023-02-16,P0010,Toys,740,1243,539,56.75,20,Winter
2023-02-17,P0010,Toys,859,1716,651,53.96,15,Winter
2023-02-18,P0010,Toys,495,860,466,65.21,20,Winter
2023-02-19,P0010,Toys,810,1408,642,32.98,20,Winter
2023-02-20,P0010,Toys,626,1449,378,45.15,15,Winter
2023-02-21,P0010,Toys,552,1146,643,46.69,10,Winter
2023-02-22,P0010,Toys,309,722,497,64.91,15,Winter
2023-02-23,P0010,Toys,944,1502,433,53.07,15,Winter
2023-02-24,P0010,Toys,685,1083,524,45.38,20,Winter
2023-02-25,P0010,Toys,539,1160,512,57.94,20,Winter
2023-02-26,P0010,Toys,732,1371,874,52.17,15,Winter
2023-02-27,P0010,Toys,692,1395,612,67.78,20,Winter
2023-02-28,P0010,Toys,953,1719,433,55.41,20,Winter
2023-03-01,P0010,Toys,896,1766,618,67.26,20,Winter
2023-03-02,P0010,Toys,911,1560,722,51.74,20,Winter
2023-03-03,P0010,Toys,463,1360,529,72.25,20,Winter
2023-03-04,P0010,Toys,1150,1614,710,33.16,20,Winter
2023-03-05,P0010,Toys,708,1055,513,53.09,10,Winter
2023-03-06,P0010,Toys,338,875,734,63.71,15,Winter
2023-03-07,P0010,Toys,276,1276,528,51.34,20,Winter
2023-03-08,P0010,Toys,344,1464,447,71.94,15,Winter
2023-03-09,P0010,Toys,527,1519,525,40.75,20,Winter
2023-03-10,P0010,Toys,745,1581,412,39.79,20,Winter
2023-03-11,P0010,Toys,389,1428,434,37.82,20,Winter
2023-03-12,P0010,Toys,1025,1822,442,50.87,20,Winter
2023-03-13,P0010,Toys,476,1216,770,57.01,15,Winter
2023-03-14,P0010,Toys,335,986,701,61.55,20,Winter
2023-03-15,P0010,Toys,575,1181,673,55.29,20,Winter
2023-03-16,P0010,Toys,1270,1725,478,68.8,15,Winter
2023-03-17,P0010,Toys,302,1340,341,50.65,20,Winter
2023-03-18,P0010,Toys,659,1420,340,59.95,15,Winter
2023-03-19,P0010,Toys,785,1345,618,64.81,10,Winter
2023-03-20,P0010,Toys,512,1113,674,67.11,15,Winter
2023-03-21,P0010,Toys,441,918,417,54.25,20,Spring
2023-03-22,P0010,Toys,726,1178,466,47.03,20,Spring
2023-03-23,P0010,Toys,692,1541,763,67.24,20,Spring
2023-03-24,P0010,Toys,363,1038,517,44.14,20,Spring
2023-03-25,P0010,Toys,427,1781,637,70.14,20,Spring
2023-03-26,P0010,Toys,1073,1646,553,58.98,20,Spring
2023-03-27,P0010,Toys,398,858,795,45.42,20,Spring
2023-03-28,P0010,Toys,326,1210,608,44.82,15,Spring
2023-03-29,P0010,Toys,1105,1643,450,49.3,15,Spring
2023-03-30,P0010,Toys,637,1127,728,63.74,20,Spring
2023-03-31,P0010,Toys,972,1977,443,66.59,15,Spring
2023-04-01,P0010,Toys,361,848,450,59.0,15,Spring
2023-04-02,P0010,Toys,1010,1975,604,66.33,20,Spring
2023-04-03,P0010,Toys,560,1773,576,82.9,20,Spring
2023-04-04,P0010,Toys,576,1774,535,32.44,20,Spring
2023-04-05,P0010,Toys,777,1677,596,60.13,15,Spring
2023-04-06,P0010,Toys,1060,1215,600,71.99,15,Spring
2023-04-07,P0010,Toys,374,1151,609,41.01,15,Spring
2023-04-08,P0010,Toys,431,1590,583,35.62,20,Spring
2023-04-09,P0010,Toys,711,1752,499,38.15,20,Spring
2023-04-10,P0010,Toys,486,1043,619,57.54,20,Spring
2023-04-11,P0010,Toys,837,1679,348,53.87,20,Spring
2023-04-12,P0010,Toys,995,1593,654,51.33,20,Spring
2023-04-13,P0010,Toys,357,1204,608,40.67,20,Spring
2023-04-14,P0010,Toys,865,1281,595,65.65,20,Spring
2023-04-15,P0010,Toys,678,1536,413,54.87,20,Spring
2023-04-16,P0010,Toys,839,1262,499,52.03,20,Spring
2023-04-17,P0010,Toys,575,1151,642,37.3,20,Spring
2023-04-18,P0010,Toys,993,1372,673,64.53,15,Spring
2023-04-19,P0010,Toys,398,1063,538,59.08,20,Spring
2023-04-20,P0010,Toys,780,1724,531,59.59,15,Spring
2023-04-21,P0010,Toys,296,598,431,73.58,20,Spring
2023-04-22,P0010,Toys,617,1464,466,67.91,15,Spring
2023-04-23,P0010,Toys,299,1272,674,62.16,15,Spring
2023-04-24,P0010,Toys,633,1189,702,33.26,20,Spring
2023-04-25,P0010,Toys,520,1018,613,67.07,15,Spring
2023-04-26,P0010,Toys,775,1633,578,42.13,20,Spring
2023-04-27,P0010,Toys,551,1001,593,78.89,20,Spring
2023-04-28,P0010,Toys,644,1589,488,54.48,20,Spring
2023-04-29,P0010,Toys,353,1718,556,70.0,20,Spring
2023-04-30,P0010,Toys,562,1284,551,52.14,20,Spring
2023-05-01,P0010,Toys,500,1710,411,66.01,20,Spring
2023-05-02,P0010,Toys,460,1945,221,48.7,20,Spring
2023-05-03,P0010,Toys,849,1711,428,63.85,15,Spring
2023-05-04,P0010,Toys,859,1529,690,40.34,20,Spring
2023-05-05,P0010,Toys,677,1357,729,63.05,20,Spring
2023-05-06,P0010,Toys,483,1380,771,52.07,20,Spring
2023-05-07,P0010,Toys,694,1257,438,67.1,20,Spring
